country,chemical and petrochemical,construction,food and tobacco,iron and steel,machinery,mining and quarrying,non-ferrous metals,non-metallic minerals,paper pulp and print,textile and leather,transport equipment,wood and wood products,other
MG,-0.0004592322173576,0.0362662072444325,-0.0004252341837925,-0.0003546312331235,-0.0002110909808857,0.036332140720909,-7.292122867852413e-05,-0.0003371081837819,-0.0005161697552751,-0.0005161697552751,-7.292122867852413e-05,-0.0002398895089701,0.036342888932652
MW,-0.07,-0.006277128690452,-0.07,-0.07,-0.07,-0.07,0.0097287830151194,-0.07,-0.07,-0.07,0.0097287830151195,-0.07,-0.00627592552283
MY,0.0003159263674104,0.0633003413641682,0.0001220763303905,0.07,0.0001703741038299,0.000315067227435,0.0004092513860456,-0.07,0.000315067227435,0.000315067227435,0.0004092513860456,0.0002046256930228,0.0630315513739807
MV,0.0004017021138766,0.07,0.0001716045819186,0.0005184905251205,0.0002938415355421,0.000223818789804,-7.156015567533203e-05,0.0001063787573566,0.000223818789804,0.000223818789804,-7.156015567538754e-05,0.0002165528823826,0.07
ML,-0.0002786716071798,0.0437421394794022,-0.0003767073822659,-2.7830250608373852e-05,-8.684200843597778e-05,-0.0005083204548881,-6.83942410180105e-05,-0.0003046155529496,-0.0005083204548881,-0.0005083204548881,-6.83942410180105e-05,-0.0004340690140497,0.0445747849937829
MT,0.0301627544766335,0.0216823833597308,0.0201176998034229,-0.07,-0.0043332516290623,-0.0222023174148978,-7.355129651520631e-05,0.0251240333416745,0.0599788440461252,-0.0217869132979941,-7.355129651520631e-05,0.010417581054737,0.0180012039958218
MH,-0.005111930144428,0.0693064616131776,-0.0042702878280566,-0.0032524078087721,-0.0063613937449134,-0.0063459028917237,-8.20061248513193e-05,-0.0032223497070874,-0.0063459028917237,-0.0063459028917237,-8.20061248513193e-05,-3.79809772073636e-05,0.0692999985817384
MQ,-0.0018580954271206,0.0102652920342534,-0.0013210319816877,-0.0020572334184977,-0.000999395012719,-0.001435110612299,-9.349415052994914e-05,-0.0010116628430394,-0.001435110612299,-0.001435110612299,-9.349415052994914e-05,-0.0008166278411109,0.014346307995684
MR,-0.0005203451020447,0.04700029350973,-0.0001654392597663,-0.0003515941527606,-0.0003703710170688,0.0582878044840901,-9.626198402040707e-05,-0.0001421500932757,-0.0006353107389825,-0.0006353107389825,-9.626198402035158e-05,5.708737659837482e-05,0.0468904237405708
MU,8.307175909316732e-06,-0.013745631974449,7.367908545867034e-05,4.367703804354639e-05,-0.0001070947283361,-3.862747823429879e-05,-6.467129102372127e-05,3.481483519626738e-05,-3.862747823429879e-05,-3.862747823429879e-05,-6.467129102372127e-05,-0.0350323356455118,-0.0134199030886265
MX,-0.0467012641562818,-0.0248678555054415,0.0096176387739773,7.153306862697394e-05,0.0487574266726953,0.0060140163404809,0.0,-0.0215213866482801,-0.0231175850697082,0.0069816974989198,-0.0012932999414242,0.035,-0.0227282499880507
FM,0.0027856936063918,0.0311610377678793,0.0022908681756381,0.0017301790032784,0.0034829636002315,0.0034821170079898,-7.464536508672293e-05,0.0016986507413309,0.0034821170079898,0.0034821170079898,-7.464536508672293e-05,-0.0002051400480994,0.0315072474255091
MN,-0.0038584975973448,0.0259515185565133,-0.0079418448281008,-0.0065767665365089,-0.0153746991388363,-0.0046245547103236,-0.0347971937682503,-0.0130687080382501,-0.0046245547103236,-0.0046245547103236,-0.0347971937682503,-0.0173066377065299,0.0259052902831382
ME,-0.0190357856427378,-0.0513472843916021,0.0633519066325521,-0.07,-0.0577802827310671,0.065690403587985,-6.134042173672194e-05,-0.0675931243979938,0.0005776711501823,-0.0520761906264698,-6.134042173672194e-05,0.0021448454434819,-0.0475591048738701
MS,0.0005951879900844,-0.07,0.0002911524545124,0.0003031699223582,0.0004817971201858,0.0008027350276545,-7.357762965676251e-05,0.0001999995181315,0.0008027350276546,0.0008027350276546,-7.357762965681802e-05,0.0013493272020025,-0.07
MA,0.0211711675870875,0.00997199992569,0.0092655930110421,0.0002729686740638,0.0217097635711433,0.0098300209816259,-0.0006043290854944,-0.0134099045170673,-0.0430358382778531,0.0192655558489261,-0.046227624147622,0.0234879550532225,0.0089117075500586
MZ,-0.07,0.0193980770228381,0.0321428378919251,0.0019551753770262,0.0032381519740703,0.0661588071943768,0.0223458178999997,0.0064670482191686,-0.0279032246201673,0.0028524474701576,0.0023648289268531,0.007301026000078,0.0104237787587336
MM,-0.0698773244851582,-0.0444980645367952,-0.07,-0.0348260802701438,-0.07,-0.07,-0.07,-0.0474965992462591,-0.07,-0.07,-0.07,-0.0004109370251883,-0.0356445243009505
NA,0.0001519820089412,-0.0417852973333237,0.001134754243208,0.0001942640402249,0.0005795125671275,-0.0618794216297497,-0.0001172966644202,0.0014772885364015,7.685757449554798e-05,7.685757449554798e-05,-0.0001172966644202,-5.864833221014276e-05,-0.0422971009551696
NR,0.0007351802543061,0.07,-4.551423694362789e-05,0.001322093742419,-9.805430310712292e-05,4.503156341835457e-05,-0.0001020258841916,-5.280662160978e-05,4.503156341835457e-05,4.503156341835457e-05,-0.0001020258841916,-5.101294209583496e-05,0.07
NP,-6.60153672886521e-05,0.0691498529067679,-0.0001354855051979,-6.373298031221719e-05,-0.0002032282577969,-8.251920911081512e-05,-0.0003300768364432,-7.627445331324922e-05,-8.251920911081512e-05,-8.251920911081512e-05,-0.0003300768364432,-0.0001650384182216,0.0692132079001238
NL,-0.00994018466501,-0.0179142824655473,0.0019176494148807,-0.004850091223232,-0.0281260823466222,-0.0479963861908446,-0.0107928321125442,0.007724149836081,-0.0121038965560763,-0.0325221570063438,-0.0141022904645121,-0.020971495664376,-0.008119245194369
NC,-0.0003859280079806,0.0134806919345592,0.0002550413631703,-0.0005461584192541,0.0004102036385566,0.0039252981144063,-8.547815123349789e-05,-0.0074064432731138,-0.0001876365544237,-0.0001876365544237,-8.547815123344238e-05,-8.269261514853854e-05,0.0145293295188708
NZ,-0.0005224141761415,-0.0078804719667803,0.0246369070174404,-0.0309702599503269,-0.0519606410501906,-0.0064387474120729,0.07,0.0458209434286696,-0.07,-0.0140866122802304,-0.07,-0.0511634239039166,0.0088337079910879
NI,-0.0004386292246178,0.0035013628122417,-0.0006584993489551,-0.000484522950231,-0.0007062232717521,0.0169517134692277,-0.0021931461230891,-0.0007532038082839,-0.0005482865307722,-0.0005482865307722,-0.0021931461230891,-0.0010965730615445,0.0033457085681081
NE,-0.0004913621570499,-0.009795014175735,-0.0052489424330255,-0.0003172231162185,0.0001230663292463,-0.0006142026963124,-6.90902167673757e-05,-0.0039567925015089,-0.0006142026963124,-0.0006142026963124,-6.90902167673757e-05,-3.454510838368785e-05,-0.009795014175735
NG,0.024361701285664,0.0058873279618419,0.0022654104462696,0.07,0.0,0.0036329219365975,0.0,0.0699999999999999,0.0036329219365975,0.0036329219365975,0.0,0.0,-0.013250169389467
NU,0.000247182815756,0.019361420816982,0.0021681277341612,0.0004816556282624,0.0032895346843417,-2.8322519302043103e-05,-8.95518117844385e-05,0.0016054330546494,-2.8322519302043103e-05,-2.8322519302043103e-05,-8.95518117844385e-05,-4.477590589221925e-05,0.019361420816982
MK,0.051715716226738,-0.0034792445596021,-0.0102453380406437,-0.0081862396635738,0.0628680914825697,-0.0288658715484188,-0.0007322861441868,0.0107367365755639,0.0272848620933275,0.0029772998483331,0.0395298203930087,0.07,0.016422611118233
MP,0.0010843404055373,0.0005453516562646,0.0002074774970403,0.0018176762759783,0.0003473235022325,0.0002068056375127,-8.614926099853593e-05,0.0001334975351082,0.0002068056375127,0.0002068056375127,-8.614926099853593e-05,0.0001292430660757,0.0006613624500685
NO,-0.0179209264536576,-0.0127703569973248,-0.0150795111188993,-0.014024260157679,-0.0158583641897745,-0.0473242753011594,-0.0058392432914996,-0.0084647740476127,-0.0113253816173998,-0.032249131415339,0.0161240288344737,-0.0146745556456754,0.0119439364423079
OM,0.0029925773914879,-0.0416347079785586,0.0024700581558011,0.07,-2.640607567638842e-05,-0.07,0.0,-0.07,0.0037261775145856,0.0037261775145856,0.0,-0.0003912366561616,-0.0564313155085396
PK,0.07,-0.023316470417484,-0.0061312523483417,-0.07,-0.0095138720564062,-0.0091318353413364,-0.0371966416758915,0.054835480515868,-0.0091318353413364,-0.0091318353413364,-0.0371966416758915,-0.0185983208379457,-0.0399906761867098
PW,0.0044824530469969,0.0175324232475818,0.0029958249294099,0.0038646683872315,-0.0001009000127052,0.0045318802161202,-8.441895582467218e-05,0.0022258753952368,0.0045318802161202,0.0045318802161202,-8.441895582467218e-05,-0.0001641514707667,0.017780643647532
PA,0.0005631903373847,0.0461159322770258,0.0029986302584326,0.0009068060471406,-3.13124508844187e-05,0.07,-1.6049344304103208e-06,0.0027901628125845,0.0001456591020718,0.0001456591020718,-1.6049344304103208e-06,-0.0005395573247536,0.0461159322770258
PG,-0.006742237190149,0.0128170046465982,-0.0104516250058906,-0.0081010413655169,-0.0080964632540164,-0.0085071746836021,-0.0323858530160658,-0.0149522196417822,-0.0085071746836021,-0.0085071746836021,-0.0323858530160659,-0.0161929265080329,0.012817004646598
PY,-0.0003153133909969,0.0321887396572483,-0.0001960003934361,-6.314671151835122e-05,-4.9980715201597414e-05,-0.0005400064187363,-8.662398156000783e-05,-0.0048272654006171,-0.0005400064187363,-0.0005400064187363,-8.662398156000783e-05,5.674927847837408e-05,0.0321078314070565
PE,0.0003346411669627,0.0277807191288844,0.0002719142390429,0.0066252655363571,-0.0001082300247333,0.0503571501444061,0.0,0.0022109094581945,0.0004183014587034,0.0004183014587034,0.0,-0.0002164600494667,0.033098278945471
PH,0.014457573316315,0.0222489649218329,0.0682387113647723,-0.0224101835299734,-0.0303440539198986,0.0591739443232031,-0.0033981489332329,-0.0508329219727967,-0.0158003932749553,-0.0334184104243568,-0.0033981489332329,-0.07,0.0233031179733308
PL,-0.0077802059376225,0.0119848240645389,0.0307338414738657,-0.0101020537585772,0.0200099474304927,0.0100262166436974,0.0085459055511745,0.0108867820661053,0.0313631245076079,0.0161440153980774,0.0029563241321781,-0.0139427709898422,0.0147381793021295
PT,-0.0227799560145588,-0.0075186243185318,0.0173946065301678,-0.0143722939821456,-0.0186488066841644,-0.0467508652389901,0.0500973557227504,0.0010055003993018,0.0178711460500336,-0.003279013410655,0.0449938386161669,0.0008406683042871,0.0040235343673885
PR,2.048978222414233e-05,-0.0287787546370266,-7.529580709743818e-05,0.0001056977304132,-7.621666800242122e-05,-7.594778151719106e-05,-7.889968738672426e-05,-7.155934632520344e-05,-7.594778151719106e-05,-7.594778151719106e-05,-7.889968738672426e-05,-9.346355234265968e-05,-0.028673824778963
QA,0.0205323164480158,0.0354348980065106,-0.004695823351434,-0.0355233735111553,-0.0069750482632465,-1.4074169566960504e-05,0.0001598415935347,0.07,-1.4074169566960504e-05,-1.4074169566960504e-05,0.0001598415935347,-0.0001123084271401,0.0634270019439667
MD,0.0409810099217082,-0.0021842510817492,-0.0053224763593215,0.0278752384287028,-0.0415765068939221,0.0006233417992324,0.000341374112217,0.0133214311634119,-0.0432276452304344,0.0401485206846839,-0.07,-0.07,-0.0070310854275051
RO,-0.0610322755388916,-0.0215370660410069,0.0237372696019825,-0.0621087337274237,0.0015033440187159,0.007472585331773,0.0129612911097418,-0.0015300132739357,0.0667670299798756,-0.0358308419487598,0.0485179461606375,-0.0296136378356388,0.022854107856458
RU,0.0632048523157768,0.0082149180777477,-0.0082863491222878,-0.0079102317590734,0.0186946965639086,0.0625917687850549,0.0003140935310314,-0.0274640416471415,0.023924682739409,0.0028844786569948,-0.0233723437141591,0.0583185053205355,-0.0031687147274855
RW,0.001745852881409,0.0373903760637089,0.0015989592768876,0.0010798460005082,0.0020656199726433,0.0021823161017612,0.0090776080600455,0.0011794525485536,0.0021823161017612,0.0021823161017612,0.0090776080600455,0.0040067089244853,0.0373903760637089
BL,0.0003598751967564,0.0382113716343517,-0.0015328014534041,0.0010103837663483,-0.0022581170369234,-0.000344316674142,-9.815044163519192e-05,-0.0011699260251769,-0.000344316674142,-0.000344316674142,-9.815044163519192e-05,-0.0002208254595466,0.0385681202795404
MF,-0.0169418655241953,-0.0220151771925244,-0.0160556850277965,-0.0133803048137855,-0.0100070527732774,-0.0223529972391976,-0.0348000711034642,-0.0191564971370624,-0.0223529972391976,-0.0223529972391976,-0.0348000711034642,-0.0171528442825716,-0.0224984368965044
WS,0.0001526028209153,0.02831923305016,-0.0001900084667175,0.0003199049955191,-0.0002462450733758,-4.371046355761132e-05,-9.610155563116728e-05,-0.0001613012155025,-4.371046355761132e-05,-4.371046355761132e-05,-9.610155563116728e-05,-4.8050777815583645e-05,0.02831923305016
ST,-7.879755413475742e-05,0.0510426769968274,-0.0001314287020724,-5.967757185378758e-05,-0.0001532741604878,-9.849694266844676e-05,-8.274534706209646e-05,-0.0001223743289483,-9.849694266844676e-05,-9.849694266844676e-05,-8.274534706209646e-05,-0.0001770921000856,0.051238511090459
SA,-0.010320574639471,-0.0121068475875081,7.954975568968958e-05,-0.0103301811699961,-2.201847150606895e-06,-0.0105282489678325,-0.0001969168890256,-0.0104354287391333,0.0003088508535584,0.0003088508535584,-0.0001969168890256,0.0001608914237278,-0.0127513675364672
SN,0.07,0.0529830595558102,0.07,0.0,-0.0086341964431199,-0.0086189186556757,-0.03480976316457,0.0477654328691206,-0.0086189186556757,-0.07,-0.03480976316457,-0.017404881582285,0.0480632500347115
RS,0.0263296423208056,-0.0141959193648748,-0.0483502191697155,0.0603957643899465,0.0217587069611844,-0.0442439499054651,0.07,0.0478707511083937,0.008042980841778,0.0697845139012569,-0.07,0.0522848469026019,-0.0332655093055341
SC,0.0006962404742161,-0.0321727457370383,-0.07,0.0010395014807891,-9.499897597407823e-05,0.0002541793933856,-9.718896920019038e-05,7.052429181744063e-05,0.0002541793933856,0.0002541793933856,-9.718896920019038e-05,-4.859448460009519e-05,-0.0321727457370384
SL,-0.0066330746271119,0.0505793778588416,4.184051175140646e-05,-0.0121908550389837,0.0001785008264292,-0.0002574613058694,-9.71476143832306e-05,1.1890769164552006e-05,-0.0002574613058694,-0.0002574613058694,-9.71476143831751e-05,-0.0003288974294244,0.0505793778588416
SG,-0.07,0.0153419126019823,-0.0004657935267415,0.0027882361564652,0.0001164290006867,5.28761732480898e-06,0.000257125817151,-0.0007308972467455,5.287617324795102e-06,5.28761732480898e-06,0.000257125817151,0.0001285629085755,0.0156486626182683
SX,-3.3266344353655165e-05,-0.0116443128474441,-0.0015646486813736,0.0010481495615965,-0.0020466510539912,-0.0011203197240129,-8.84328021359404e-05,-0.0011909422890971,-0.0011203197240129,-0.0011203197240129,-8.84328021359404e-05,-0.0001374497054093,-0.0115577360818267
SK,-0.0117161124799018,-0.0079107445413487,0.0192848405467592,-0.0118043910797829,-0.0014539918367244,0.0695302977441885,0.004278304113503,-0.0141148324140131,-0.0517533146213334,-0.0397121955104002,0.0023599443640222,0.0211071726824388,0.0016490267687321
SI,-0.0015831189935438,0.0005816015040375,0.016935128870409,-0.00212027326661,0.0231269670359461,0.0392690429239079,0.0663278254687824,0.0031676111030091,-0.0157680114462957,-0.0598211993449748,-0.0173740845082019,-0.0002701579410448,0.0018732617505161
SB,0.0034262273548074,0.0407750793142825,0.0031052225472433,0.0021311341155478,0.0047001388364893,0.0042827841935093,-8.787890905626039e-05,0.002306514155389,0.0042827841935093,0.0042827841935093,-8.787890905626039e-05,0.0086096692166431,0.0253317504193401
SO,-0.0006063099766172,-0.007226131761456,-0.0005070243329207,-0.000365959487406,8.079516282080701e-06,-0.0007810899880781,-8.794322112032349e-05,-0.0003991439116005,-0.0007810899880781,-0.0007810899880781,-8.794322112032349e-05,-0.000173050260471,-0.0070709144736676
ZA,-0.0122965864579442,-0.0168747114967362,0.0077830638942379,0.0024676858528502,-0.039828369668981,-0.0041007759503353,-0.07,-0.0607909198139005,-0.027505896830288,0.0110092906184559,-0.0276041263743136,0.0108349087621434,-0.0291928776529657
SS,-3.7898484560106024e-05,-0.0639364217821341,-0.0001152044255082,-3.325241985459998e-05,-0.0001301504179911,-4.7373105700132534e-05,-6.609483206237998e-05,-0.0001039796589717,-4.7373105700132534e-05,-4.7373105700118656e-05,-6.609483206237998e-05,-0.0001506722683292,-0.0639364217821341
ES,-0.0493074074660467,-0.0179322101650019,0.0158472753575383,0.0070563832047621,0.0200694096022586,0.0102385131820547,0.07,0.0247011979229863,-0.0342762295331326,-0.0293364532193145,0.0335011011768333,-0.0016883930056847,-0.0079028202840364
LK,-0.0003198399439448,0.0279008910972382,-0.0003941377108147,0.0087010320774151,-0.0002695935042297,-0.000399799929931,-8.719981400734378e-05,-0.07,-0.000399799929931,-0.000399799929931,-8.719981400728827e-05,-0.0001563737358774,0.0280433077031919
SH,-7.01162537508182e-05,0.0003328943341731,-5.0505514420179365e-05,-9.324499850542344e-05,-4.203826182917758e-05,-4.8386288199683825e-05,-6.275644522785173e-05,-5.3458510867430975e-05,-4.83862881996977e-05,-4.83862881996977e-05,-6.275644522785173e-05,-1.1628444304023766e-05,0.0004685960309176
KN,-0.0033061370654669,-0.0122254238375423,-0.0027521678715566,-0.0021028774881997,-0.0040893892328275,-0.0041072777990524,-8.290971258878566e-05,-0.0020837144750909,-0.0041072777990524,-0.0041072777990524,-8.290971258878566e-05,-0.0057994093598136,-5.204055595845194e-05
LC,-0.0055865510549534,-0.0166707049718524,-0.0049583899783748,-0.0031521613691332,-0.0073947869247768,-0.0073334189820844,-8.05773637331253e-05,-0.0037390406680025,-0.0073334189820844,-0.0073334189820844,-8.05773637331253e-05,-0.0146215799792779,0.0088918503990583
PM,-0.0045333432466936,-0.0183874433844453,-0.0044252832625862,-0.001900989490872,-0.0066017125184617,-0.0066078141700042,-8.81947401616956e-05,-0.0033404092892505,-0.0066078141700042,-0.0066078141700042,-8.81947401616956e-05,-0.0132445135420886,0.008230685918583
VC,0.003287487967681,0.0130548323067904,0.0028849725721104,0.0020445946755979,0.0043616554070072,0.0041093599596013,-5.920609012283195e-05,0.0021451351939539,0.0041093599596013,0.0041093599596013,-5.920609012283195e-05,0.0078884936897631,-0.0027380016391803
PS,0.0420574564745618,0.0382493476026105,-0.0002822161141144,0.0354846823271082,0.000110345807348,-0.0004265694199341,-5.746037053755426e-05,-0.0002306809340387,-0.0004265694199341,-0.0004265694199341,-5.746037053755426e-05,-1.2088579280811196e-05,0.0385981338795856
SD,-2.093130688578526e-05,0.0244698167561941,-5.9700490518121985e-06,0.0001696664229251,0.0003355450008271,-0.000205876948307,4.773417923309431e-05,-5.293960916348539e-05,-0.000205876948307,-0.000205876948307,4.773417923309431e-05,0.0001430201489883,0.024373530439765
SR,-0.0001995517001137,-0.0437938694383724,-0.0002760556932782,-0.0001544836870878,-0.0004286821869024,0.0070072543062302,-8.356627079714185e-05,0.07,-0.0002284534574393,-0.0002284534574393,-8.356627079714185e-05,0.0003430353283408,-0.045846664544714
SE,-0.038608960318298,-0.0112622734025296,-0.0282897517087493,0.0093238151760215,-0.0438539810019222,-0.0227605864105206,0.0131441255624755,0.0057689080271767,-0.0440315748218765,-0.0139092928137161,0.013176256052116,-0.0432866704055116,-0.00126142860598
CH,-0.0374270040006571,-0.0180482988152838,-0.0140275034451152,0.006101430110795,-0.0181054768955423,-0.008683124566397,0.0203957609698555,0.0159772583900628,-0.0658626832203403,0.015612886283374,0.0,-0.0173662491327941,-0.0086285499632659
SY,-0.0623044851057071,-0.0406540245119997,-0.0045976439006759,-0.06431295919825,0.0002801657554497,0.0002493538901478,0.000870003738548,-0.0049815861419376,0.0002493538901478,0.0002493538901478,0.000870003738548,0.000435001869274,-0.0150423571664414
TJ,0.07,-0.0506364464961778,0.0680593086506404,-0.0047368487609272,-0.07,-0.0019054640302654,0.07,0.050895772488123,-0.07,0.0567665978491845,-0.0081852898452493,-0.0481703608516765,-0.0541392115701781
TH,0.0637040338281161,0.051523008329042,0.0626531662118244,0.0516611446041226,0.0355637503543889,0.069221354588764,0.0002929904304362,0.058340392696977,-0.0546189883657167,0.0010867737676017,0.0002929904304362,0.0285595204258753,0.0383562433224042
TL,0.0052750335377584,0.0084228019438176,0.0070828140174926,0.0049141489595669,0.0022809094002441,0.006593791922198,0.0097308419653461,0.0094026774544108,0.006593791922198,0.006593791922198,0.0097308419653461,0.004865420982673,0.0086228603754285
TG,-0.07,-0.0166027630730303,0.0683946904030014,-0.0576359409602754,-0.0016735176954679,0.0178246442990753,-6.754904103584147e-05,-0.0214665902020488,0.0001884768013654,-0.07,-6.754904103584147e-05,-0.0003061095159376,-0.0524370791977792
TO,0.0002364729688047,-0.0010332052226419,0.0001720460933089,0.0001369276601846,0.0002986374791426,0.0002955912110058,-8.379917161677186e-05,0.0001069168690495,0.0002955912110058,0.0002955912110058,-8.379917161677186e-05,0.0002174417947062,-0.0015175002337645
TT,-0.0069979251808997,-0.0649784327474263,-0.0106151406029516,-0.07,-0.0081164176913884,-0.0087474064761246,0.0,-0.0034723180822737,-0.0087474064761246,-0.0087474064761246,0.0,-0.0162328353827768,-0.0243208298797207
TN,-0.0190220922907157,-0.0019404654627537,0.0342641827216885,0.0232980910781681,-0.07,-0.0179355874984864,0.0001413703431176,-0.0119857103011138,0.003375389670219,0.01654726339866,0.0001413703431176,0.000135498492267,-0.0001278827277097
TM,0.0301623850630443,0.0688435719012857,-0.0022795202469775,-0.0056266694081987,-0.0080103661448079,-0.0082413647526125,-0.0018969635821807,-0.0028277268255851,-0.0082413647526125,-0.0082413647526125,-0.0018969635821807,-0.0012415118137739,0.0692235383213192
TC,0.0005435177974747,0.0002543130029332,0.0001267382943641,0.0008176320354431,0.000233354719368,0.0001891642341561,-8.121034559460671e-05,7.367303636995892e-05,0.0001891642341561,0.0001891642341561,-8.121034559460671e-05,7.53243409912785e-05,0.0002815591354898
TV,0.000470272415125,0.0002706340326965,-0.0033675263333918,0.0009125470755836,-0.0050079239820252,-3.99636813280535e-05,-8.96913519030651e-05,-0.0025471735093327,-3.99636813280535e-05,-3.99636813280535e-05,-8.96913519030651e-05,-4.484567595153255e-05,0.0003839514585269
TR,0.0568369352200859,0.0138778453730289,0.0387190462286842,0.0355657307289929,0.0496996849868276,0.0149777827891974,-0.0217090472708098,0.0413787399195951,-0.0073098634413218,0.0599979554637104,0.0562985179640724,-0.0107805726464412,0.0025539750947496
UG,0.0006677778450872,0.0486188708793865,0.0006874071968833,0.066326741696652,0.0002090995337131,0.0007378409641712,-6.489613950533268e-05,0.0004971937540165,0.0007378409641712,0.0007378409641712,-6.489613950533268e-05,-3.244806975266634e-05,0.0450125668474537
UA,-0.045827531846806,-0.0622651921106067,-0.0372139268904101,-0.0637321940957851,-0.0559082641798333,-0.0366670960549821,-0.07,-0.0610115686266048,-0.0376206198813465,-0.0258160293182485,-0.07,0.0199417144180805,-0.0539303310280525
AE,-0.0013912538559593,-0.0127005443023984,0.0003227428417411,0.0002929367337814,0.0004933290956321,0.0003937728222472,0.00038638030972,-0.07,0.0003937728222472,0.0003937728222472,0.00038638030972,0.0003736043583603,-0.0127660403508443
GB,-0.0138585901253835,-0.0043354077163748,-0.010003713347047,-0.000232570935455,0.03825162527784,0.0320484528894213,0.0292427330718441,0.0250760209119813,-0.0461845636592161,-0.0445819037029508,-0.058039197594233,-0.0336480065831079,-0.0032870935707209
TZ,-0.07,0.0520281424355018,-0.07,-0.07,-0.07,0.0633287736462739,-0.07,0.07,-0.07,-0.07,0.0003650289358407,0.0003133877947865,0.0516390940637286
US,0.0376711801959633,0.0161014596603891,0.0145689071609812,-0.0314460746440412,-0.0443262357821208,0.0104888055453499,0.0026507750137707,0.0254854467701741,0.0579623009412192,-0.0350697828694716,0.000408468191537,0.02562472907239,0.0074289586203161
UY,-0.0001665784807977,0.0175916317898303,-0.0325298742237846,-0.0003282556478136,-0.0036084291926148,-0.07,0.0003212674590467,0.0004066364117113,0.0206753686438326,-0.07,0.0003212674590467,-0.07,0.0183229552106149
UZ,-0.0046593257246992,0.0007522581763384,0.049599975932265,-0.0100191462952124,0.0525612012433113,0.0649154650823416,-0.0005171115071251,0.0699898065566783,-0.0470784657562677,0.069999538373167,-0.0005171115071251,-0.0004858231636622,-0.0683853380350792
VU,-0.005593620739223,-0.0017402728313646,-8.319224690012117e-05,-0.0104362373147304,-7.941163169343513e-05,-6.0352672991662026e-05,-9.305436646028786e-05,-8.139393347343649e-05,-6.035267299164815e-05,-6.035267299164815e-05,-9.305436646028786e-05,-4.652718323014393e-05,-0.0017402728313646
VE,0.0193165374483241,-0.0309568617336425,-0.0002817147937127,-0.0509166335531175,-0.0001269218204783,0.07,-0.07,-0.0556434809153148,-0.07,-0.0001580963937921,-0.0004369316376939,0.0001877196664491,-0.069927637205421
VN,0.0116452665795501,0.0402957965469077,-0.0687179824579463,0.07,-0.0605012626016456,0.0035897936869922,0.0,-0.016983700912096,-0.07,-0.07,-0.065261630584684,-0.0005519887520984,0.0224205118281414
WF,-0.0047568069861704,-0.0025591615229294,0.0039238705958302,-0.008865562394312,0.0059270333369352,-6.448264301325835e-05,-8.563634205760451e-05,0.0029219455289075,-6.448264301325835e-05,-6.448264301325835e-05,-8.563634205760451e-05,-4.2818171028802254e-05,-0.0034484202041115
YE,-0.0079667372824206,-0.0527232407109445,-0.0068502039970437,-0.0058138113195021,-0.0101481347147521,-0.0102981913698443,-0.0125318813681402,-0.0505920662155509,-0.0102981913698443,-0.0102981913698443,-0.0125318813681402,-0.0057826763236594,-0.0527232407109446
ZM,-0.0002421128839039,0.0160368112053326,-0.0002017607365866,-0.0002117559620126,-0.0002714102476738,0.07,-0.0006810422627139,-0.0002096168248607,-0.0003026411048799,-0.0003026411048799,-0.0006810422627139,-0.0003405211313569,0.0160931203763786
ZW,-0.0183552671928304,0.033286378514022,0.07,0.07,-0.0160401331438929,0.0211864803810608,-0.0348132561244317,0.07,-0.0229440839910381,-0.0229440839910381,-0.0348132561244317,-0.0174066280622158,0.0326360669463027
DEFAULT,-0.00182041511386504,0.006590384440734944,0.0006722492794770156,-0.0011850629528412952,-0.0034019056942435704,0.002275352970423983,-0.0003487864622487094,0.0010550035489330688,-0.006501525125541967,-0.007068954643340237,-0.006007880380683566,-0.0028241383999940135,0.007147129519079719
