country,total residential space,total residential water,electricity residential,total services space,total services water,total road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,total international navigation,services electricity,agriculture electricity,agriculture oil,residential oil,residential biomass,residential gas,agriculture biomass,services oil,services biomass,services gas,residential heat oil,residential heat biomass,residential heat gas,other electricity,other oil,other gas,other biomass,other heat
RU,0.0323055520473992,0.0323055520473992,0.0274762336724988,0.0186835305282737,0.0186835305282737,0.0201673645639626,0.068,0.068,-0.0160846722217947,-0.0162105520159066,-0.0645740101775459,0.0414050206130148,0.005068398092955,0.0374139832452691,-0.0059019453601844,0.0658085536214422,-0.0283738286260403,0.0594819311467959,-0.07,-0.023725620456955,0.0233913444770949,0.07,0.0658085536214422,-0.0283738286260403,0.0594819311467959,0.0102923595136579,0.049163283041486,0.0477530371915028,-0.0034605891298567,-0.0046916049120363
RW,0.0344665582217598,0.0344665582217598,-0.0664189941056282,0.0224004037452981,0.0224004037452981,0.0647067627095901,-0.0027022554175935,-0.0027022554175935,0.0576018719706342,0.0422211652009465,0.0003579232790371,0.0,0.0679615763212136,-0.0010641902110748,0.0002053016659874,0.072,0.0203220666052339,0.0110776080600455,0.0120067092608432,0.0005557213390901,0.0120067092608432,0.0090776080600455,0.072,0.0203220666052339,0.0110776080600455,0.0586925206712441,0.07,0.0090776080600455,0.02068290653022,-9.097008446416292e-05
BL,0.0035738980364094,0.0035738980364094,0.0278463670982099,0.0045398536632023,0.0045398536632023,0.0059855950691713,-0.0028436196144534,-0.0028436196144534,0.0019234192670712,0.0003686386363661,0.0488721688308461,0.0071354134882842,0.0212345861659657,-0.0003435004774581,0.0390958757291055,0.0089138057187523,-9.39611678886787e-05,0.0019018495583648,-8.274994098034227e-05,-0.0028942711305407,-8.274994098034227e-05,-9.815044163519192e-05,0.0089138057187523,-9.39611678886787e-05,0.0019018495583648,0.0267539740136697,0.0186022088702123,-9.815044163519192e-05,-9.39611678886787e-05,-8.556581458746271e-05
MF,-0.0014304628339819,-0.0014304628339819,-0.0098610945565233,-0.0214476169344141,-0.0214476169344141,-0.0270468499073045,-0.0294985446418699,-0.0294985446418699,-0.0230220078157895,0.006702661335814,-0.0350232905829897,-0.0022324864235197,-0.00913013969048,0.0004943825383211,-0.0076682125596188,0.0016761567315567,0.0268325258699617,-0.0328000711034642,-0.030750164184464,-0.011110092759248,-0.030750164184464,-0.0348000711034642,0.0016761567315567,0.0268325258699617,-0.0328000711034642,-0.011565169143838,-0.0003238432684432,-0.0348000711034643,0.0268325258699617,-0.0297639622607675
WS,-0.006480257744758,-0.006480257744758,0.0626194661677854,0.0245366359770932,0.0245366359770932,0.0254602826312656,-0.002,-0.002,0.0369601551504765,0.0029378559588073,0.07,0.0009378559588073,0.0420990770101401,0.0,0.0048770998582103,0.0083235592341401,-0.029668230912783,0.0019038984443688,0.0006066653117698,-0.0138564315461359,0.07,-9.610155563116728e-05,0.0083235592341401,-0.029668230912783,0.0019038984443688,0.0488845547465583,0.0201343051460031,-9.610155563116728e-05,-0.0300621315052089,0.0354657391493574
ST,0.0288572651293622,0.0288572651293622,0.0381956476661476,0.0268953351065568,0.0268953351065568,0.0101224416870171,-0.0019408590253249,-0.0019408590253249,0.0138779492601717,0.0342649703381623,-1.9901785251214e-05,0.0,0.0388073583460943,-0.0002714388531092,0.0378335843640406,0.0712999985817384,0.0133545421534104,0.0019172546529379,-0.000103176636779,0.0689599040639741,-0.000103176636779,-8.274534706215197e-05,0.0712999985817384,0.0133545421534104,0.0019172546529379,0.0405058989331377,0.0423458289652411,-8.274534706209646e-05,0.013359549488702,-8.011977333988174e-05
SA,0.0134192978923493,0.0134192978923493,0.0168875838911757,0.0031904876824141,0.0031904876824141,0.0099413000907559,-0.002,-0.002,0.0115875189970573,0.0260835234498214,0.000456810283389,-0.0125304218797023,0.0103411315923527,0.0299188061825217,0.0003007366574952,0.0195434396781972,0.0189113708878765,0.0018030831109743,0.0024233925827561,0.0001943434435733,0.0024233925827561,-0.0001969168890256,0.0195434396781972,0.0189113708878765,0.0018030831109743,0.0288065203419122,-0.0089018655027885,0.007317104347713,0.0189113708878765,-0.0002098956638865
SN,0.0181254661770873,0.0181254661770873,0.07,0.0062077646455762,0.0062077646455762,0.0561036446629322,-0.002,-0.002,-0.068,-0.0451150518469244,0.0001670442709335,0.07,0.0071290318175176,0.07,8.352213546675147e-05,0.072,0.0151861616958322,-0.03280976316457,1.1940572895108303e-05,0.0524998493564624,1.1940572895108303e-05,-0.03480976316457,0.072,0.0151861616958322,-0.03280976316457,0.0520045616774017,0.0282737879740393,-0.03480976316457,0.0151861616958322,-0.0297643811684052
RS,0.0174071317251344,0.0174071317251344,-0.0017206390813154,0.0151098450292301,0.0151098450292301,0.0445862064442187,0.0360085680730838,0.0360085680730838,0.0019175908838175,0.0714297418472281,-0.0123615821832127,0.0349348138747187,0.0039307469907408,0.0170507440981408,-0.0527255557643433,-0.0620751920392983,0.0578088943659998,0.0564876928487017,-0.0162161748000692,0.0142002014198052,-0.0276915682936256,0.07,-0.0620751920392983,0.0578088943659998,0.0564876928487017,0.0029929734761542,-0.0296575911709722,0.0228550440986999,0.0465036743827497,0.0029450425095169
SC,-0.0051078678300964,-0.0051078678300964,0.0438217867755763,0.0029309233703341,0.0029309233703341,0.0594904976660369,-0.0020783791184064,-0.0020783791184064,0.0716134626004875,0.0347396324635205,0.0005569532713713,-0.06848858629308,0.0655618080925319,0.0,0.000982253041648,0.0072869861330605,-0.0245134006541498,0.0019028110307998,-0.0239433787129803,-0.0297975469290147,-0.0239433787129803,-9.718896920019038e-05,0.0072869861330605,-0.0245134006541498,0.0019028110307998,0.0329491240520319,0.0512572357339532,-9.718896920019038e-05,-0.0245134006541498,-8.575898995794029e-05
SL,-0.0191063951219297,-0.0191063951219297,0.07,0.0203732466775019,0.0203732466775019,0.0361964679685002,-0.002,-0.002,0.0019227660621831,-0.068,-0.0001860251823145,-0.0321355279120818,0.068,-0.0005606472444656,-0.0082830542757321,-0.068,0.008777962248594,0.0019028523856168,0.0132568850577452,0.0003332492666456,0.0132568850577452,-9.71476143832306e-05,-0.068,0.008777962248594,0.0019028523856168,0.07,-0.000114617577198,-9.71476143831751e-05,0.0106294962751244,-9.0332793055925e-05
SG,-0.003631003689058,-0.003631003689058,0.0198464144014973,-0.0060514770208725,-0.0060514770208725,-0.0140196799824178,-0.0013963813869937,-0.0013963813869937,0.0125075482095821,0.009992441414533,-0.0031828231412346,0.02221174555017,0.0146705261326494,0.0,0.0018329192565758,-0.0052403987079154,-0.0157666025111501,0.0101139901518914,-0.0307382023939224,-0.010496938423497,-0.0307382023939224,0.0023587066012799,-0.0052403987079154,-0.0157666025111501,0.0101139901518914,0.0167578109340701,0.0022091906369328,0.0136617916738679,-0.07,9.209329712289716e-05
SX,0.007841672895807,0.007841672895807,0.0055612309765676,-0.0072155767538717,-0.0072155767538717,-0.0007866900775912,-0.0050874522601893,-0.0050874522601893,0.0019155895061488,-0.0262440363593935,-0.0035859998899681,0.0019030818066073,-0.0256749882695473,-0.0001864666086827,-0.0009012048521428,0.0217014898128402,-8.803832328316274e-05,0.001911567197864,-8.867526707367901e-05,-0.0030102106767299,-8.867526707367901e-05,-8.84328021359404e-05,0.0217014898128402,-8.803832328316274e-05,0.001911567197864,-0.0147232027138527,0.0042304844890582,-8.84328021359404e-05,-8.803832328316274e-05,-7.15331993113022e-05
SK,-0.023112608336801,-0.023112608336801,0.0086009745668965,0.0063776129673599,0.0063776129673599,0.0204828014072437,-0.002331455004606,-0.002331455004606,0.000302926113822,-0.0311365922421356,-0.0040326411018314,0.0,-0.0168815042590704,-0.0210200590773572,-0.0200245743228718,-0.0108250832381843,-0.0575936400346366,-0.0009191017375821,0.07,0.0099999999999999,0.07,-0.0376080438714895,-0.0108250832381843,-0.0575936400346366,-0.0009191017375821,0.0061859749003553,-0.0153383540489433,-0.0107106643978197,-0.0413858276825376,-0.0227393886063152
