,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID
72,Psw Goldisthal,Hydro,Pumped Storage,Store,DE,1029.989110707804,0.75,7.59433962264151,0.0,0.0,0.0,2004.0,2004.0,2104.0,50.5178,11.0085,{'11WD8GOLD1H----6'},"{'ENTSOE': {'11WD8GOLD1H----6'}, 'GEM': {'G601744'}, 'GHPT': {'G601744'}, 'JRC': {'JRC-H12'}, 'OPSD': {'BNA0350'}}"
73,Psw Geesthacht,Hydro,Pumped Storage,Store,DE,116.60254083484574,0.7499999999999999,5.333333333333333,0.0,0.0,0.0,1958.0,1958.0,2058.0,53.4188,10.3943,{'11WD8GEHA5H----R'},"{'ENTSOE': {'11WD8GEHA5H----R'}, 'GEM': {'G601742'}, 'GHPT': {'G601742'}, 'JRC': {'JRC-H432'}, 'OPSD': {'BNA0327'}}"
74,Wagital,Hydro,Pumped Storage,Store,CH,12.22723609991942,,2.121212121212121,0.0,0.0,0.0,1926.0,2012.0,2112.0,47.1384,8.8976,{'12W-0000001614-O'},"{'ENTSOE': {'12W-0000001614-O'}, 'GEM': {'G603566'}, 'GHPT': {'G603566'}, 'JRC': {'JRC-H686'}, 'OPSD': {'OEU-971'}}"
75,Lotschen,Hydro,Run-Of-River,PP,CH,220.46700034920266,,,0.0,0.0,0.0,1976.0,2008.0,2108.0,46.3197,7.7443,{'12W-0000000797-L'},"{'ENTSOE': {'12W-0000000797-L'}, 'GEM': {'G603539'}, 'GHPT': {'G603539'}, 'JRC': {'JRC-H794', 'JRC-H421'}, 'OPSD': {'OEU-1047'}}"
76,Kll Linth Limmern Ag,Hydro,Pumped Storage,Store,CH,167.78485092667202,,27.99736495388669,0.0,0.0,0.0,1964.0,2016.0,2116.0,46.86255,8.999749999999999,{'12W-0000000018-B'},"{'ENTSOE': {'12W-0000000018-B'}, 'GEM': {'G603559', 'G603536'}, 'GHPT': {'G603559', 'G603536'}, 'JRC': {'JRC-H56'}, 'OPSD': {'OEU-916', 'OEU-915'}}"
77,Goschenen,Hydro,Reservoir,Store,CH,178.47328599697357,,,0.0,0.0,0.0,1962.0,1962.0,2062.0,46.6674,8.5853,{'12W-0000000846-2'},"{'ENTSOE': {'12W-0000000846-2'}, 'GEM': {'G603524'}, 'GHPT': {'G603524'}, 'JRC': {'JRC-H293'}, 'OPSD': {'OEU-848'}}"
78,Etzelwerk,Hydro,Pumped Storage,Store,CH,14.151893634165994,,777.2592592592592,0.0,0.0,0.0,1937.0,1992.0,2092.0,47.1941,8.8129,{'12W-0000000850-G'},"{'ENTSOE': {'12W-0000000850-G'}, 'GEM': {'G603519'}, 'GHPT': {'G603519'}, 'JRC': {'JRC-H379'}, 'OPSD': {'OEU-975'}}"
79,Cb Ve,Hydro,Pumped Storage,Store,CH,12.114020950846092,,,0.0,0.0,0.0,1928.0,1999.0,2099.0,46.1332,7.036,{'12W-0000000851-D'},"{'ENTSOE': {'12W-0000000851-D'}, 'GEM': {'G603563'}, 'GHPT': {'G603563'}, 'JRC': {'JRC-H505'}, 'OPSD': {'OEU-1149'}}"
80,Amsteg,Hydro,Run-Of-River,PP,CH,209.9685717611454,,,0.0,0.0,0.0,1923.0,1998.0,2098.0,46.7668,8.6729,{'12W-0000000849-U'},"{'ENTSOE': {'12W-0000000849-U'}, 'GEM': {'G603509'}, 'GHPT': {'G603509'}, 'JRC': {'JRC-H420'}, 'OPSD': {'OEU-858', 'OEU-857', 'OEU-852'}}"
81,Plate Taille,Hydro,Pumped Storage,Store,BE,144.0,,4.930555555555555,0.0,0.0,0.0,1980.0,1980.0,2080.0,50.1884,4.3862,{'22WPLATEX000208N'},"{'ENTSOE': {'22WPLATEX000208N'}, 'GEM': {'G600151'}, 'GHPT': {'G600151'}, 'JRC': {'JRC-H347'}, 'OPSD': {'OEU-63'}}"
82,Coo,Hydro,Pumped Storage,Store,BE,1164.0,,4.29553264604811,0.0,0.0,0.0,1972.0,1972.0,2072.0,50.3846,5.8616,"{'22WCOOXIX000067T', '22WCOOXII000070C'}","{'ENTSOE': {'22WCOOXIX000067T', '22WCOOXII000070C'}, 'GEM': {'G600150', 'G600149'}, 'GHPT': {'G600150', 'G600149'}, 'JRC': {'JRC-H9'}, 'OPSD': {'OEU-11', 'OEU-10'}}"
83,Ybbs Persenbeug,Hydro,Run-Of-River,PP,AT,586.4116894834043,,,0.0,0.0,0.0,1959.0,1959.0,2059.0,48.1894,15.068,{'14W-BYP-KW-----6'},"{'ENTSOE': {'14W-BYP-KW-----6'}, 'GEM': {'G600144'}, 'GHPT': {'G600144'}, 'JRC': {'JRC-H174'}, 'OPSD': {'OEU-5146'}}"
84,Wallsee Mitterkirchen,Hydro,Run-Of-River,PP,AT,520.703825756934,,,0.0,0.0,0.0,1968.0,1968.0,2068.0,48.1665,14.6952,{'14W-BWM-KW-----L'},"{'ENTSOE': {'14W-BWM-KW-----L'}, 'GEM': {'G600143'}, 'GHPT': {'G600143'}, 'JRC': {'JRC-H225'}, 'OPSD': {'OEU-5141'}}"
85,Rosshag,Hydro,Pumped Storage,Store,AT,0.0,,1433.3333333333333,0.0,0.0,0.0,1972.0,1972.0,2072.0,47.0867,11.7738,{'14W-TZR-KW-----I'},"{'ENTSOE': {'14W-TZR-KW-----I'}, 'GEM': {'G600136'}, 'GHPT': {'G600136'}, 'JRC': {'JRC-H194'}, 'OPSD': {'OEU-5116'}}"
86,Reisseck,Hydro,Pumped Storage,Store,AT,0.0,,72.55813953488372,0.0,0.0,0.0,1953.0,2016.0,2116.0,46.8934,13.3432,{'14W-DRP-KW-----M'},"{'ENTSOE': {'14W-DRP-KW-----M'}, 'GEM': {'G600132'}, 'GHPT': {'G600132'}, 'JRC': {'JRC-H80'}, 'OPSD': {'OEU-5112', 'OEU-5110', 'OEU-5111'}}"
87,Ottensheim Wilhering,Hydro,Run-Of-River,PP,AT,443.8380229071009,,,0.0,0.0,0.0,1974.0,1974.0,2074.0,48.3178,14.1503,{'14W-BOW-KW-----9'},"{'ENTSOE': {'14W-BOW-KW-----9'}, 'GEM': {'G600127'}, 'GHPT': {'G600127'}, 'JRC': {'JRC-H278'}, 'OPSD': {'OEU-5101'}}"
88,Melk,Hydro,Run-Of-River,PP,AT,463.67435912641264,,,0.0,0.0,0.0,1982.0,1982.0,2082.0,48.223,15.3041,{'14W-BME-KW-----Q'},"{'ENTSOE': {'14W-BME-KW-----Q'}, 'GEM': {'G600125'}, 'GHPT': {'G600125'}, 'JRC': {'JRC-H261'}, 'OPSD': {'OEU-5093'}}"
89,Mayrhofen,Hydro,Reservoir,Store,AT,880.2374197319599,,20.84507042253521,0.0,0.0,0.0,1970.0,1970.0,2070.0,47.1583,11.851,{'14W-TZMA-KW----N'},"{'ENTSOE': {'14W-TZMA-KW----N'}, 'GEM': {'G600124'}, 'GHPT': {'G600124'}, 'JRC': {'JRC-H115'}, 'OPSD': {'OEU-5092'}}"
90,Malta Oberstufe,Hydro,Pumped Storage,Store,AT,0.0,,4902.5,0.0,0.0,0.0,1979.0,1979.0,2079.0,47.0659,13.3528,{'14W-DMO-KW-----D'},"{'ENTSOE': {'14W-DMO-KW-----D'}, 'GEM': {'G600123'}, 'GHPT': {'G600123'}, 'JRC': {'JRC-H425'}, 'OPSD': {'OEU-5089'}}"
91,Malta Hauptstufe,Hydro,Pumped Storage,Store,AT,0.0,,22.054794520547944,0.0,0.0,0.0,1979.0,1979.0,2079.0,46.8701,13.329,{'14W-DMH-KW-----9'},"{'ENTSOE': {'14W-DMH-KW-----9'}, 'GEM': {'G600122'}, 'GHPT': {'G600122'}, 'JRC': {'JRC-H34'}, 'OPSD': {'OEU-5088'}}"
92,Kaprun Schwarzach,Hydro,Reservoir,Store,AT,297.5450432896766,,,0.0,0.0,0.0,1960.0,1960.0,2060.0,47.3149,13.1394,{'14W-TKS-KW-----P'},"{'ENTSOE': {'14W-TKS-KW-----P'}, 'GEM': {'G600114'}, 'GHPT': {'G600114'}, 'JRC': {'JRC-H427'}, 'OPSD': {'OEU-5119'}}"
93,Kaprun Hauptstufe,Hydro,Reservoir,Store,AT,644.6809271276326,,666.25,0.0,0.0,0.0,1953.0,1953.0,2053.0,47.2594,12.7385,{'14W-TKH-KW-----O'},"{'ENTSOE': {'14W-TKH-KW-----O'}, 'GEM': {'G600110'}, 'GHPT': {'G600110'}, 'JRC': {'JRC-H182'}, 'OPSD': {'OEU-5076'}}"
94,Hausling,Hydro,Pumped Storage,Store,AT,0.0,,678.6111111111111,0.0,0.0,0.0,1988.0,1988.0,2088.0,47.1462,11.9673,{'14W-TZH-KW-----7'},"{'ENTSOE': {'14W-TZH-KW-----7'}, 'GEM': {'G600105'}, 'GHPT': {'G600105'}, 'JRC': {'JRC-H111'}, 'OPSD': {'OEU-5074'}}"
95,Greifenstein,Hydro,Run-Of-River,PP,AT,726.5058140322936,,,0.0,0.0,0.0,1985.0,1985.0,2085.0,48.3562,16.2424,{'14W-BGS-KW-----Q'},"{'ENTSOE': {'14W-BGS-KW-----Q'}, 'GEM': {'G600104'}, 'GHPT': {'G600104'}, 'JRC': {'JRC-H152'}, 'OPSD': {'OEU-5065'}}"
96,Waldeck,Hydro,Pumped Storage,Store,DE,466.41016333938296,0.75,6.22741935483871,0.0,0.0,0.0,1931.0,2009.0,2109.0,51.1678,9.047,{'11WD2W2--0002757'},"{'ENTSOE': {'11WD2W2--0002757'}, 'GEM': {'G601761', 'G601762'}, 'GHPT': {'G601761', 'G601762'}, 'JRC': {'JRC-H357', 'JRC-H74'}, 'OPSD': {'BNA0228', 'BNA0229'}}"
97,Bolarque,Hydro,Pumped Storage,Store,ES,158.51140032170616,,,0.0,0.0,0.0,1954.0,1973.0,2073.0,40.364,-2.8289,"{'18WUFBB-12345-0R', '18WUFBG-12345-0E'}","{'ENTSOE': {'18WUFBB-12345-0R', '18WUFBG-12345-0E'}, 'GEM': {'G603384'}, 'GHPT': {'G603384'}, 'JRC': {'JRC-H179'}, 'OPSD': {'OEU-2430', 'OEU-2433', 'OEU-2429', 'OEU-2431', 'OEU-2434', 'OEU-2432'}}"
98,Gerstheim,Hydro,Run-Of-River,PP,FR,275.0878428440967,,,0.0,0.0,0.0,1967.0,1967.0,2067.0,48.4021,7.7272,{'17W100P100P0310U'},"{'ENTSOE': {'17W100P100P0310U'}, 'GEM': {'G601659'}, 'GHPT': {'G601659'}, 'JRC': {'JRC-H353'}, 'OPSD': {'OEU-217'}}"
99,Guillena,Hydro,Pumped Storage,Store,ES,161.7715638744221,,5.42512077294686,0.0,0.0,0.0,1973.0,1973.0,2073.0,37.641,-6.0724,"{'18WGUIB-12345-0Q', '18WGUIG-12345-0D'}","{'ENTSOE': {'18WGUIB-12345-0Q', '18WGUIG-12345-0D'}, 'GEM': {'G603401'}, 'GHPT': {'G603401'}, 'JRC': {'JRC-H233'}, 'OPSD': {'OEU-2211', 'OEU-2210', 'OEU-2212'}}"
100,Genissiat,Hydro,Run-Of-River,Store,FR,778.2734343809855,,,0.0,0.0,0.0,1948.0,1948.0,2048.0,46.0527,5.8128,{'17W100P100P0319C'},"{'ENTSOE': {'17W100P100P0319C'}, 'GEM': {'G601658'}, 'GHPT': {'G601658'}, 'JRC': {'JRC-H83'}, 'OPSD': {'OEU-216'}}"
101,Fessenheim,Hydro,Run-Of-River,PP,FR,342.6361031865974,,,0.0,0.0,0.0,1956.0,1956.0,2056.0,47.9146,7.5706,{'17W100P100P0303R'},"{'ENTSOE': {'17W100P100P0303R'}, 'GEM': {'G601657'}, 'GHPT': {'G601657'}, 'JRC': {'JRC-H283'}, 'OPSD': {'OEU-213'}}"
102,Curbans,Hydro,Reservoir,Store,FR,272.1509619596402,,,0.0,0.0,0.0,1966.0,1966.0,2066.0,47.915,6.0616,{'17W100P100P02845'},"{'ENTSOE': {'17W100P100P02845'}, 'GEM': {'G601656'}, 'GHPT': {'G601656'}, 'JRC': {'JRC-H370'}, 'OPSD': {'OEU-236'}}"
103,Couesque,Hydro,Run-Of-River,PP,FR,232.99255016688622,,,0.0,0.0,0.0,1950.0,1950.0,2050.0,44.6953,2.5825,{'17W100P100P0313O'},"{'ENTSOE': {'17W100P100P0313O'}, 'GEM': {'G601655'}, 'GHPT': {'G601655'}, 'JRC': {'JRC-H433'}, 'OPSD': {'OEU-211'}}"
104,Combe Avrieux,Hydro,Reservoir,Store,FR,240.824232525437,,,0.0,0.0,0.0,1975.0,1975.0,2075.0,45.215,6.712,{'17W100P100P02837'},"{'ENTSOE': {'17W100P100P02837'}, 'GEM': {'G601654'}, 'GHPT': {'G601654'}, 'JRC': {'JRC-H419'}, 'OPSD': {'OEU-235'}}"
105,Coche,Hydro,Pumped Storage,Store,FR,105.8027673052265,,2.90625,0.0,0.0,0.0,1976.0,2019.0,2119.0,45.4968,6.5103,{'17W100P100P02748'},"{'ENTSOE': {'17W100P100P02748'}, 'GEM': {'G601653'}, 'GHPT': {'G601653'}, 'JRC': {'JRC-H134'}, 'OPSD': {'OEU-199'}}"
106,Cheylas,Hydro,Pumped Storage,Store,FR,160.35731919698392,,5.8,0.0,0.0,0.0,1979.0,1979.0,2079.0,45.3865,6.0013,{'17W100P100P0273A'},"{'ENTSOE': {'17W100P100P0273A'}, 'GEM': {'G601652'}, 'GHPT': {'G601652'}, 'JRC': {'JRC-H63'}, 'OPSD': {'OEU-198'}}"
107,Chastang,Hydro,Run-Of-River,Store,FR,573.6707327638459,,,0.0,0.0,0.0,1951.0,1951.0,2051.0,45.1518,2.0098,{'17W100P100P0302T'},"{'ENTSOE': {'17W100P100P0302T'}, 'GEM': {'G601650'}, 'GHPT': {'G601650'}, 'JRC': {'JRC-H151'}, 'OPSD': {'OEU-210'}}"
108,Caderousse,Hydro,Run-Of-River,PP,FR,365.3479820263947,,,0.0,0.0,0.0,1975.0,1975.0,2075.0,44.0961,4.7233,{'17W100P100P0325H'},"{'ENTSOE': {'17W100P100P0325H'}, 'GEM': {'G601649'}, 'GHPT': {'G601649'}, 'JRC': {'JRC-H317'}, 'OPSD': {'OEU-209'}}"
109,Brommat,Hydro,Reservoir,Store,FR,794.9157593929059,,,0.0,0.0,0.0,1933.0,1933.0,2033.0,44.7682,2.6834,{'17W100P100P02829'},"{'ENTSOE': {'17W100P100P02829'}, 'GEM': {'G601648'}, 'GHPT': {'G601648'}, 'JRC': {'JRC-H89'}, 'OPSD': {'OEU-234'}}"
110,Bourg Les Valence,Hydro,Run-Of-River,PP,FR,352.42570613478586,,,0.0,0.0,0.0,1968.0,1968.0,2068.0,44.9612,4.8724,{'17W100P100P0320R'},"{'ENTSOE': {'17W100P100P0320R'}, 'GEM': {'G601647'}, 'GHPT': {'G601647'}, 'JRC': {'JRC-H274'}, 'OPSD': {'OEU-208'}}"
111,Bort,Hydro,Reservoir,Store,FR,460.1113385648593,,,0.0,0.0,0.0,1952.0,1952.0,2052.0,45.4127,2.4986,{'17W100P100P0281B'},"{'ENTSOE': {'17W100P100P0281B'}, 'GEM': {'G601646'}, 'GHPT': {'G601646'}, 'JRC': {'JRC-H187'}, 'OPSD': {'OEU-233'}}"
112,Bollene,Hydro,Run-Of-River,PP,FR,683.7058699014846,,,0.0,0.0,0.0,1952.0,1952.0,2052.0,44.3039,4.7418,{'17W100P100P0324J'},"{'ENTSOE': {'17W100P100P0324J'}, 'GEM': {'G601645'}, 'GHPT': {'G601645'}, 'JRC': {'JRC-H116'}, 'OPSD': {'OEU-212'}}"
113,Beauchastel,Hydro,Run-Of-River,PP,FR,375.92075321043825,,,0.0,0.0,0.0,1963.0,1963.0,2063.0,44.8242,4.8099,{'17W100P100P0321P'},"{'ENTSOE': {'17W100P100P0321P'}, 'GEM': {'G601643'}, 'GHPT': {'G601643'}, 'JRC': {'JRC-H245'}, 'OPSD': {'OEU-207'}}"
114,Beaucaire,Hydro,Run-Of-River,PP,FR,411.1633238239168,,,0.0,0.0,0.0,1970.0,1970.0,2070.0,43.8238,4.6424,{'17W100P100P0327D'},"{'ENTSOE': {'17W100P100P0327D'}, 'GEM': {'G601642'}, 'GHPT': {'G601642'}, 'JRC': {'JRC-H228'}, 'OPSD': {'OEU-229'}}"
115,Bathie,Hydro,Reservoir,Store,FR,1159.088989065518,,1038.8278388278388,0.0,0.0,0.0,1961.0,2018.0,2118.0,45.6452,6.4443,{'17W100P100P0280D'},"{'ENTSOE': {'17W100P100P0280D'}, 'GEM': {'G601641'}, 'GHPT': {'G601641'}, 'JRC': {'JRC-H47'}, 'OPSD': {'OEU-232'}}"
116,Avignon,Hydro,Run-Of-River,PP,FR,234.9504707565239,,,0.0,0.0,0.0,1973.0,1973.0,2073.0,43.9764,4.8191,{'17W100P100P0326F'},"{'ENTSOE': {'17W100P100P0326F'}, 'GEM': {'G601640'}, 'GHPT': {'G601640'}, 'JRC': {'JRC-H407'}, 'OPSD': {'OEU-205'}}"
117,Aston,Hydro,Run-Of-River,PP,FR,203.6237413223207,,,0.0,0.0,0.0,1947.0,1947.0,2047.0,42.7772,1.6764,{'17W100P100P0315K'},"{'ENTSOE': {'17W100P100P0315K'}, 'GEM': {'G601638'}, 'GHPT': {'G601638'}, 'JRC': {'JRC-H495'}, 'OPSD': {'OEU-204'}}"
118,Aigle,Hydro,Reservoir,Store,FR,704.8514122695717,,,0.0,0.0,0.0,1945.0,1945.0,2045.0,45.2438,2.2248,{'17W100P100P0279Z'},"{'ENTSOE': {'17W100P100P0279Z'}, 'GEM': {'G601665'}, 'GHPT': {'G601665'}, 'JRC': {'JRC-H109'}, 'OPSD': {'OEU-231'}}"
119,Ossauskoski,Hydro,Run-Of-River,Store,FI,274.611320754717,,,0.0,0.0,0.0,1965.0,1965.0,2065.0,66.1558,25.1255,{'44W-T-VV-000005U'},"{'ENTSOE': {'44W-T-VV-000005U'}, 'GEM': {'G601628'}, 'GHPT': {'G601628'}, 'JRC': {'JRC-H549'}, 'OPSD': {'OEU-1564'}}"
120,Isohaara,Hydro,Run-Of-River,Store,FI,254.7119496855346,,,0.0,0.0,0.0,1949.0,1949.0,2049.0,65.7928,24.5448,{'44W-T-VV-000004W'},"{'ENTSOE': {'44W-T-VV-000004W'}, 'GEM': {'G601626'}, 'GHPT': {'G601626'}, 'JRC': {'JRC-H488'}, 'OPSD': {'OEU-1440'}}"
121,Imatra,Hydro,Run-Of-River,PP,FI,382.0679245283019,,,0.0,0.0,0.0,1929.0,1929.0,2029.0,61.1668,28.7745,{'44W-T-VV-000003Y'},"{'ENTSOE': {'44W-T-VV-000003Y'}, 'GEM': {'G601625'}, 'GHPT': {'G601625'}, 'JRC': {'JRC-H251'}, 'OPSD': {'OEU-1437'}}"
122,Tanes,Hydro,Pumped Storage,Store,ES,41.220458712500424,,,0.0,0.0,0.0,1978.0,1978.0,2078.0,43.2172,-5.4206,{'18WTANB-12345-05'},"{'ENTSOE': {'18WTANB-12345-05'}, 'GEM': {'G603427'}, 'GHPT': {'G603427'}, 'JRC': {'JRC-H381'}, 'OPSD': {'OEU-1734', 'OEU-1735'}}"
123,Tajo,Hydro,Reservoir,Store,ES,4957.560325048968,,2.7777777777777777,0.0,0.0,0.0,1977.0,1977.0,2077.0,36.9084,-4.763,"{'18WUFTA-12345-0O', '18WTAJO-12345-0U', '18WTAJB-12345-0C'}","{'ENTSOE': {'18WUFTA-12345-0O', '18WTAJO-12345-0U', '18WTAJB-12345-0C'}, 'GEM': {'G603425'}, 'GHPT': {'G603425'}, 'JRC': {'JRC-H101'}, 'OPSD': {'OEU-2263', 'OEU-2262', 'OEU-2261', 'OEU-2264'}}"
124,Sallent,Hydro,Pumped Storage,Store,ES,314.47462683209415,,7.331838565022421,0.0,0.0,0.0,1985.0,1986.0,2086.0,42.5072,0.9893,"{'18WSLTG-12345-0T', '18WSLTB-12345-05'}","{'ENTSOE': {'18WSLTG-12345-0T', '18WSLTB-12345-05'}, 'GEM': {'G603398'}, 'GHPT': {'G603398'}, 'JRC': {'JRC-H69'}, 'OPSD': {'OEU-2297', 'OEU-2298', 'OEU-2296', 'OEU-2295'}}"
125,Muela,Hydro,Pumped Storage,Store,ES,1087.358227691477,,16.15285213217648,0.0,0.0,0.0,1989.0,1989.0,2089.0,39.2536,-0.9253,"{'18WMUEB-12345-0T', '18WMUEL-12345-03'}","{'ENTSOE': {'18WMUEB-12345-0T', '18WMUEL-12345-03'}, 'GEM': {'G603405', 'G603396'}, 'GHPT': {'G603405', 'G603396'}, 'JRC': {'JRC-H4'}, 'OPSD': {'OEU-2679', 'OEU-1914', 'OEU-1912', 'OEU-1913', 'OEU-2681', 'OEU-2678', 'OEU-2680'}}"
126,Moralet,Hydro,Pumped Storage,Store,ES,164.16984510860397,,122.17194570135749,0.0,0.0,0.0,1985.0,1985.0,2085.0,42.5787,0.757,"{'18WMLTB-12345-09', '18WMLTG-12345-0X'}","{'ENTSOE': {'18WMLTB-12345-09', '18WMLTG-12345-0X'}, 'GEM': {'G603412'}, 'GHPT': {'G603412'}, 'JRC': {'JRC-H205'}, 'OPSD': {'OEU-2369', 'OEU-2367', 'OEU-2368'}}"
127,Pont,Hydro,Run-Of-River,Store,IT,270.4844992707827,,3.6,0.0,0.0,0.0,2005.0,2005.0,2105.0,45.1506,7.0176,"{'26WIMYI-S01PANTB', '26WIMPI-F01PVNTJ'}","{'ENTSOE': {'26WIMYI-S01PANTB', '26WIMPI-F01PVNTJ'}, 'GEM': {'G602244'}, 'GHPT': {'G602244'}, 'JRC': {'JRC-H333'}, 'OPSD': {'OEU-1258'}}"
128,Riva Del Garda Nuovo,Hydro,Pumped Storage,Store,IT,69.37494007989348,,,0.0,0.0,0.0,1958.8,1958.8,2058.8,45.8833,10.8382,{'26WIMPI-S04RDGLX'},"{'ENTSOE': {'26WIMPI-S04RDGLX'}, 'GEM': {'G602248'}, 'GHPT': {'G602248'}, 'JRC': {'JRC-H436'}, 'OPSD': {'OEU-1289'}}"
129,Freudenau,Hydro,Run-Of-River,PP,AT,426.4812287152031,,,0.0,0.0,0.0,1998.0,1998.0,2098.0,48.1753,16.4808,{'14W-BFR-KW-----A'},"{'ENTSOE': {'14W-BFR-KW-----A'}, 'GEM': {'G600102'}, 'GHPT': {'G600102'}, 'JRC': {'JRC-H284'}, 'OPSD': {'OEU-5057'}}"
130,Porabka Zar,Hydro,Pumped Storage,Store,PL,301.5777080062794,,3.629764065335753,0.0,0.0,0.0,1953.0,1953.0,2053.0,49.7803,19.2116,{'19W000000000247X'},"{'ENTSOE': {'19W000000000247X'}, 'GEM': {'G603214'}, 'GHPT': {'G603214'}, 'JRC': {'JRC-H1649', 'JRC-H50'}, 'OPSD': {'OEU-386', 'OEU-385', 'OEU-388', 'OEU-387'}}"
131,Vinje,Hydro,Reservoir,Store,NO,436.9375102179409,,516.096,0.0,0.0,0.0,1964.0,1964.0,2064.0,59.6253,7.8533,{'50WP00000000822U'},"{'ENTSOE': {'50WP00000000822U'}, 'GEM': {'G603033'}, 'GHPT': {'G603033'}, 'JRC': {'JRC-N503'}, 'OPSD': {'OEU-4690'}}"
132,Vemork,Hydro,Reservoir,Store,NO,288.46359897883474,,5.133333333333333,0.0,0.0,0.0,1971.0,1971.0,2071.0,59.8694,8.4939,{'50WP00000000807Q'},"{'ENTSOE': {'50WP00000000807Q'}, 'GEM': {'G602982'}, 'GHPT': {'G602982'}, 'JRC': {'JRC-N493'}, 'OPSD': {'OEU-4660'}}"
133,Vamma,Hydro,Run-Of-River,Store,NO,301.189934227901,,,0.0,0.0,0.0,1915.0,1915.0,2015.0,59.5418,11.1706,{'50WP000000007957'},"{'ENTSOE': {'50WP000000007957'}, 'GEM': {'G603032'}, 'GHPT': {'G603032'}, 'JRC': {'JRC-N488'}, 'OPSD': {'OEU-4638'}}"
134,Usta,Hydro,Reservoir,Store,NO,263.2937359306815,,2516.25,0.0,0.0,0.0,1965.0,1965.0,2065.0,60.5747,8.4096,{'50WP00000000785A'},"{'ENTSOE': {'50WP00000000785A'}, 'GEM': {'G603030'}, 'GHPT': {'G603030'}, 'JRC': {'JRC-N480'}, 'OPSD': {'OEU-4617'}}"
135,Tysso,Hydro,Reservoir,Store,NO,311.08819497717474,,2652.1535714285715,0.0,0.0,0.0,1967.0,1967.0,2067.0,60.1298,6.6421,{'50WP00000000775D'},"{'ENTSOE': {'50WP00000000775D'}, 'GEM': {'G603029'}, 'GHPT': {'G603029'}, 'JRC': {'JRC-N470'}, 'OPSD': {'OEU-4591'}}"
136,Tyin,Hydro,Reservoir,Store,NO,551.4745274595371,,2380.351871657754,0.0,0.0,0.0,2004.0,2004.0,2104.0,61.297,7.8501,{'50WP00000000771L'},"{'ENTSOE': {'50WP00000000771L'}, 'GEM': {'G603028'}, 'GHPT': {'G603028'}, 'JRC': {'JRC-N815'}, 'OPSD': {'OEU-4583'}}"
137,Tunnsjodal,Hydro,Reservoir,Store,NO,242.0831771822378,,40.18181818181819,0.0,0.0,0.0,1963.0,1963.0,2063.0,64.7044,12.8356,{'50WP00000000763K'},"{'ENTSOE': {'50WP00000000763K'}, 'GEM': {'G603027'}, 'GHPT': {'G603027'}, 'JRC': {'JRC-N458'}, 'OPSD': {'OEU-4560', 'OEU-4559'}}"
138,Trollheim,Hydro,Reservoir,Store,NO,183.82484248651235,,1326.2401263823065,0.0,0.0,0.0,1968.0,1968.0,2068.0,63.0024,9.019,{'50WP00000000755J'},"{'ENTSOE': {'50WP00000000755J'}, 'GEM': {'G603026'}, 'GHPT': {'G603026'}, 'JRC': {'JRC-N454'}, 'OPSD': {'OEU-4550'}}"
139,Torpa,Hydro,Reservoir,Store,NO,231.9021089829848,,1778.3333333333333,0.0,0.0,0.0,1989.0,1989.0,2089.0,61.0065,10.0318,{'50WP00000000749E'},"{'ENTSOE': {'50WP00000000749E'}, 'GEM': {'G603025'}, 'GHPT': {'G603025'}, 'JRC': {'JRC-N558'}, 'OPSD': {'OEU-4535'}}"
140,Tonstad,Hydro,Reservoir,Store,NO,1357.4757599003988,,76.91654166666667,0.0,0.0,0.0,1968.0,2012.0,2112.0,58.6593,6.717,{'50WP00000000747I'},"{'ENTSOE': {'50WP00000000747I'}, 'GEM': {'G603024'}, 'GHPT': {'G603024'}, 'JRC': {'JRC-N448'}, 'OPSD': {'OEU-4532', 'OEU-4552'}}"
141,Tokke,Hydro,Reservoir,Store,NO,622.1763899543495,,24.30139534883721,0.0,0.0,0.0,1961.0,1961.0,2061.0,59.448,8.0387,{'50WP00000000745M'},"{'ENTSOE': {'50WP00000000745M'}, 'GEM': {'G603023'}, 'GHPT': {'G603023'}, 'JRC': {'JRC-N446'}, 'OPSD': {'OEU-4530'}}"
142,Tjorhom,Hydro,Reservoir,Store,NO,169.68446998754985,,2872.3716666666664,0.0,0.0,0.0,1973.0,1973.0,2073.0,58.8813,6.8178,{'50WP00000000743Q'},"{'ENTSOE': {'50WP00000000743Q'}, 'GEM': {'G603022'}, 'GHPT': {'G603022'}, 'JRC': {'JRC-N445'}, 'OPSD': {'OEU-4524'}}"
143,Tjodan,Hydro,Reservoir,Store,NO,159.78620923827611,,1776.8727272727276,0.0,0.0,0.0,1984.0,1984.0,2084.0,59.0478,6.6477,{'50WP00000000741U'},"{'ENTSOE': {'50WP00000000741U'}, 'GEM': {'G603021'}, 'GHPT': {'G603021'}, 'JRC': {'JRC-N442'}, 'OPSD': {'OEU-4520'}}"
