,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID
2341,Bath County,Hydro,Pumped Storage,PP,US,2404.711672337085,,,0.0,0.0,0.0,1985.0,1985.0,2085.0,38.2089,-79.8001,{nan},"{'GEM': {'G603760'}, 'GHPT': {'G603760'}}"
2342,Bear Swamp,Hydro,Pumped Storage,PP,US,504.1324260664748,,,0.0,0.0,0.0,1974.0,1974.0,2074.0,42.6839,-72.9599,{nan},"{'GEM': {'G603761'}, 'GHPT': {'G603761'}}"
2343,Beaver Dam,Hydro,Run-Of-River,PP,US,147.3905283285452,,,0.0,0.0,0.0,1965.0,1965.0,2065.0,36.4215,-93.8474,{nan},"{'GEM': {'G603762'}, 'GHPT': {'G603762'}}"
2344,Belden,Hydro,Reservoir,PP,US,155.286449489003,,,0.0,0.0,0.0,1969.0,1969.0,2069.0,40.0074,-121.249,{nan},"{'GEM': {'G603763'}, 'GHPT': {'G603763'}}"
2345,Big Bend Dam,Hydro,Reservoir,PP,US,708.0009307210476,,,0.0,0.0,0.0,1964.0,1964.0,2064.0,44.0384,-99.4463,{nan},"{'GEM': {'G603764'}, 'GHPT': {'G603764'}}"
2346,Big Creek,Hydro,Reservoir,PP,US,230.29770051335188,,,0.0,0.0,0.0,1923.0,1923.0,2023.0,37.1485,-119.387,{nan},"{'GEM': {'G603768'}, 'GHPT': {'G603768'}}"
2347,Big Creek,Hydro,Reservoir,PP,US,131.59868600762965,,,0.0,0.0,0.0,1951.0,1951.0,2051.0,37.139,-119.4901,{nan},"{'GEM': {'G603769'}, 'GHPT': {'G603769'}}"
2348,Big Creek,Hydro,Reservoir,PP,US,243.45756911411485,,,0.0,0.0,0.0,1921.0,1921.0,2021.0,37.20485,-119.318,"{nan, nan}","{'GEM': {'G603767', 'G603770'}, 'GHPT': {'G603767', 'G603770'}}"
2349,Isimba,Hydro,Run-Of-River,PP,UG,130.92413163481953,,,0.0,0.0,0.0,2019.0,2019.0,2119.0,0.7714,33.0416,{nan},"{'GEM': {'G603712'}, 'GHPT': {'G603712'}}"
2350,Tashlytsky,Hydro,Pumped Storage,PP,UA,255.4131001116487,,,0.0,0.0,0.0,2006.0,2006.0,2106.0,47.7968,31.1811,{nan},"{'GEM': {'G603731'}, 'GHPT': {'G603731'}}"
2351,Sirikit,Hydro,Reservoir,PP,TH,959.8925925925926,,,0.0,0.0,0.0,1974.0,1974.0,2074.0,17.7648,100.5634,{nan},"{'GEM': {'G603608'}, 'GHPT': {'G603608'}}"
2352,Serednodniprovska,Hydro,Reservoir,PP,UA,525.2168539325843,,,0.0,0.0,0.0,1963.0,1963.0,2063.0,48.5485,34.541,{nan},"{'GEM': {'G603730'}, 'GHPT': {'G603730'}}"
2353,Dajia River Deji,Hydro,Reservoir,PP,TW,345.9415677966101,,,0.0,0.0,0.0,1974.0,1974.0,2074.0,24.2545,121.1655,{nan},"{'GEM': {'G603573'}, 'GHPT': {'G603573'}}"
2354,Dajia River Kukuan,Hydro,Reservoir,PP,TW,322.28744350282483,,,0.0,0.0,0.0,2000.0,2000.0,2100.0,24.2091,121.024,{nan},"{'GEM': {'G603575'}, 'GHPT': {'G603575'}}"
2355,Dajia River Ma An,Hydro,Reservoir,PP,TW,198.10329096045197,,,0.0,0.0,0.0,1998.0,1998.0,2098.0,24.1822,120.8411,{nan},"{'GEM': {'G603576'}, 'GHPT': {'G603576'}}"
2356,Dajia River Tienlun,Hydro,Reservoir,PP,TW,288.28463983050847,,,0.0,0.0,0.0,1952.0,1952.0,2052.0,24.1846,120.9228,{nan},"{'GEM': {'G603577'}, 'GHPT': {'G603577'}}"
2357,Mingtan,Hydro,Pumped Storage,PP,TW,1537.0221238938052,,,0.0,0.0,0.0,1993.0,1993.0,2093.0,23.8368,120.8695,{nan},"{'GEM': {'G603578'}, 'GHPT': {'G603578'}}"
2358,Shimen,Hydro,Reservoir,PP,TW,133.05444915254236,,,0.0,0.0,0.0,1964.0,1964.0,2064.0,24.8127,121.2439,{nan},"{'GEM': {'G603579'}, 'GHPT': {'G603579'}}"
2359,Tungpu Longjian,Hydro,Reservoir,PP,TW,143.40312853107343,,,0.0,0.0,0.0,1959.0,1959.0,2059.0,24.0224,121.4101,{nan},"{'GEM': {'G603580'}, 'GHPT': {'G603580'}}"
2360,Zhuolan,Hydro,Reservoir,PP,TW,118.27062146892655,,,0.0,0.0,0.0,2003.0,2003.0,2103.0,24.3498,120.8812,{nan},"{'GEM': {'G603581'}, 'GHPT': {'G603581'}}"
2361,Julius Nyerere,Hydro,Reservoir,PP,TZ,476.16177966101696,,,0.0,0.0,0.0,2024.0,2024.0,2124.0,-7.8032,37.8511,{nan},"{'GEM': {'G603595'}, 'GHPT': {'G603595'}}"
2362,Kidatu,Hydro,Reservoir,PP,TZ,45.0271186440678,,,0.0,0.0,0.0,1975.0,1975.0,2075.0,-7.6367,36.8866,{nan},"{'GEM': {'G603596'}, 'GHPT': {'G603596'}}"
2363,Kihansi,Hydro,Run-Of-River,PP,TZ,40.52440677966102,,,0.0,0.0,0.0,2000.0,2000.0,2100.0,-8.5751,35.8512,{nan},"{'GEM': {'G603597'}, 'GHPT': {'G603597'}}"
2364,Mtera,Hydro,Reservoir,PP,TZ,18.01084745762712,,,0.0,0.0,0.0,1988.0,1988.0,2088.0,-7.1386,35.9888,{nan},"{'GEM': {'G603599'}, 'GHPT': {'G603599'}}"
2365,Rusumo,Hydro,Run-Of-River,PP,TZ,18.01084745762712,,,0.0,0.0,0.0,2023.0,2023.0,2123.0,-2.3823,30.7832,{nan},"{'GEM': {'G604140'}, 'GHPT': {'G604140'}}"
2366,Dnipro,Hydro,Reservoir,PP,UA,2083.269943820225,,,0.0,0.0,0.0,1932.0,1932.0,2032.0,47.8675,35.0897,"{nan, nan}","{'GEM': {'G603718', 'G603719'}, 'GHPT': {'G603718', 'G603719'}}"
2367,Dnister,Hydro,Pumped Storage,PP,UA,1126.5240044659472,,,0.0,0.0,0.0,1981.0,1981.0,2081.0,48.5136,27.4733,"{nan, nan}","{'GEM': {'G603720', 'G603721'}, 'GHPT': {'G603720', 'G603721'}}"
2368,Kaniv,Hydro,Reservoir,PP,UA,667.3502808988765,,,0.0,0.0,0.0,1972.0,1972.0,2072.0,49.7665,31.4717,{nan},"{'GEM': {'G603725'}, 'GHPT': {'G603725'}}"
2369,Kiyvska,Hydro,Reservoir,PP,UA,595.6067415730338,,,0.0,0.0,0.0,1964.0,1964.0,2064.0,50.5883,30.5118,{nan},"{'GEM': {'G603727'}, 'GHPT': {'G603727'}}"
2370,Kremenchuk,Hydro,Reservoir,PP,UA,947.556179775281,,,0.0,0.0,0.0,1959.0,1959.0,2059.0,49.0748,33.2531,{nan},"{'GEM': {'G603728'}, 'GHPT': {'G603728'}}"
2371,Kyivska,Hydro,Pumped Storage,PP,UA,133.06289542240418,,,0.0,0.0,0.0,1970.0,1970.0,2070.0,50.6113,30.4902,{nan},"{'GEM': {'G603729'}, 'GHPT': {'G603729'}}"
2372,Big Creek,Hydro,Reservoir,PP,US,115.80684368671409,,,0.0,0.0,0.0,1913.0,1913.0,2013.0,37.2042,-119.2401,{nan},"{'GEM': {'G603766'}, 'GHPT': {'G603766'}}"
2373,Blakely Mountain,Hydro,Reservoir,PP,US,98.69901450572223,,,0.0,0.0,0.0,1955.0,1955.0,2055.0,34.571,-93.1944,{nan},"{'GEM': {'G603772'}, 'GHPT': {'G603772'}}"
2374,Blenheim Gilboa,Hydro,Pumped Storage,PP,US,840.2207101107914,,,0.0,0.0,0.0,1973.0,1973.0,2073.0,42.4423,-74.4479,{nan},"{'GEM': {'G603773'}, 'GHPT': {'G603773'}}"
2375,Bliss,Hydro,Run-Of-River,PP,US,98.69901450572223,,,0.0,0.0,0.0,1949.0,1949.0,2049.0,42.9138,-115.071,{nan},"{'GEM': {'G603774'}, 'GHPT': {'G603774'}}"
2376,Chickamauga,Hydro,Reservoir,PP,US,210.55789761220746,,,0.0,0.0,0.0,1940.0,1940.0,2040.0,35.1018,-85.2295,{nan},"{'GEM': {'G603801'}, 'GHPT': {'G603801'}}"
2377,Chief Joseph,Hydro,Reservoir,PP,US,3232.0637283473843,,,0.0,0.0,0.0,1955.0,1955.0,2055.0,47.9951,-119.6401,{nan},"{'GEM': {'G603802'}, 'GHPT': {'G603802'}}"
2378,Claytor,Hydro,Run-Of-River,PP,US,98.69901450572223,,,0.0,0.0,0.0,1939.0,1939.0,2039.0,37.0751,-80.5847,{nan},"{'GEM': {'G603803'}, 'GHPT': {'G603803'}}"
2379,Colgate,Hydro,Reservoir,PP,US,414.5358609240334,,,0.0,0.0,0.0,1969.0,1969.0,2069.0,39.3308,-121.192,{nan},"{'GEM': {'G603804'}, 'GHPT': {'G603804'}}"
2380,Collierville,Hydro,Reservoir,PP,US,332.944675599303,,,0.0,0.0,0.0,1989.0,1989.0,2089.0,38.1446,-120.381,{nan},"{'GEM': {'G603805'}, 'GHPT': {'G603805'}}"
2381,Comerford,Hydro,Reservoir,PP,US,221.0857924928178,,,0.0,0.0,0.0,1930.0,1930.0,2030.0,44.325,-72.001,{nan},"{'GEM': {'G603806'}, 'GHPT': {'G603806'}}"
2382,Conowingo,Hydro,Reservoir,PP,US,698.7890227005134,,,0.0,0.0,0.0,1928.0,1928.0,2028.0,39.6572,-76.1752,{nan},"{'GEM': {'G603807'}, 'GHPT': {'G603807'}}"
2383,Cordell Hull,Hydro,Reservoir,PP,US,131.59868600762965,,,0.0,0.0,0.0,1973.0,1973.0,2073.0,36.2895,-85.9442,{nan},"{'GEM': {'G603808'}, 'GHPT': {'G603808'}}"
2384,Cowans Ford,Hydro,Run-Of-River,PP,US,460.59540102670377,,,0.0,0.0,0.0,1963.0,1963.0,2063.0,35.4346,-80.9588,{nan},"{'GEM': {'G603809'}, 'GHPT': {'G603809'}}"
2385,Cushman,Hydro,Reservoir,PP,US,111.85888310648521,,,0.0,0.0,0.0,1930.0,1930.0,2030.0,47.3698,-123.1601,{nan},"{'GEM': {'G603810'}, 'GHPT': {'G603810'}}"
2386,Dam,Hydro,Run-Of-River,PP,US,135.54664658785853,,,0.0,0.0,0.0,1999.0,1999.0,2099.0,33.9865,-91.3158,{nan},"{'GEM': {'G603811'}, 'GHPT': {'G603811'}}"
2387,Dardanelle,Hydro,Reservoir,PP,US,211.87388447228375,,,0.0,0.0,0.0,1965.0,1965.0,2065.0,35.2503,-93.1686,{nan},"{'GEM': {'G603812'}, 'GHPT': {'G603812'}}"
2388,Davis Dam,Hydro,Reservoir,PP,US,335.5766493194556,,,0.0,0.0,0.0,1951.0,1951.0,2051.0,35.197,-114.571,{nan},"{'GEM': {'G603813'}, 'GHPT': {'G603813'}}"
2389,Denison,Hydro,Reservoir,PP,US,136.86263344793483,,,0.0,0.0,0.0,1945.0,1945.0,2045.0,33.8181,-96.5692,{nan},"{'GEM': {'G603814'}, 'GHPT': {'G603814'}}"
2390,Detroit Dam,Hydro,Reservoir,PP,US,131.59868600762965,,,0.0,0.0,0.0,1953.0,1953.0,2053.0,44.7224,-122.251,{nan},"{'GEM': {'G603815'}, 'GHPT': {'G603815'}}"
2391,Devil Canyon,Hydro,Reservoir,PP,US,363.21237338105783,,,0.0,0.0,0.0,1972.0,1972.0,2072.0,34.2056,-117.334,{nan},"{'GEM': {'G603816'}, 'GHPT': {'G603816'}}"
2392,Diablo,Hydro,Run-Of-River,PP,US,239.50960853388597,,,0.0,0.0,0.0,1936.0,1936.0,2036.0,48.7138,-121.132,{nan},"{'GEM': {'G603817'}, 'GHPT': {'G603817'}}"
2393,Dion Holm,Hydro,Reservoir,PP,US,206.60993703197855,,,0.0,0.0,0.0,1960.0,1960.0,2060.0,37.8966,-119.968,{nan},"{'GEM': {'G603818'}, 'GHPT': {'G603818'}}"
2394,Don Pedro,Hydro,Reservoir,PP,US,225.0337530730467,,,0.0,0.0,0.0,1971.0,1971.0,2071.0,37.696,-120.4201,{nan},"{'GEM': {'G603819'}, 'GHPT': {'G603819'}}"
2395,Cherokee,Hydro,Reservoir,PP,US,177.65822611030003,,,0.0,0.0,0.0,1942.0,1942.0,2042.0,36.1682,-83.4977,{nan},"{'GEM': {'G603800'}, 'GHPT': {'G603800'}}"
2396,Cheoah,Hydro,Reservoir,PP,US,184.2381604106815,,,0.0,0.0,0.0,1919.0,1919.0,2019.0,35.4478,-83.9383,{nan},"{'GEM': {'G603799'}, 'GHPT': {'G603799'}}"
2397,Center Hill,Hydro,Run-Of-River,PP,US,184.2381604106815,,,0.0,0.0,0.0,1950.0,1950.0,2050.0,36.0972,-85.8274,{nan},"{'GEM': {'G603798'}, 'GHPT': {'G603798'}}"
2398,Buford,Hydro,Reservoir,PP,US,172.39427866999483,,,0.0,0.0,0.0,1957.0,1957.0,2057.0,34.1623,-84.0774,{nan},"{'GEM': {'G603784'}, 'GHPT': {'G603784'}}"
2399,Blue Mesa,Hydro,Reservoir,PP,US,113.1748699665615,,,0.0,0.0,0.0,1967.0,1967.0,2067.0,38.4532,-107.338,{nan},"{'GEM': {'G603776'}, 'GHPT': {'G603776'}}"
2400,Bonneville,Hydro,Run-Of-River,PP,US,1529.1767314086565,,,0.0,0.0,0.0,1938.0,1938.0,2038.0,45.6441,-121.941,{nan},"{'GEM': {'G603777'}, 'GHPT': {'G603777'}}"
2401,Boone,Hydro,Reservoir,PP,US,139.49460716808744,,,0.0,0.0,0.0,1953.0,1953.0,2053.0,36.4403,-82.4381,{nan},"{'GEM': {'G603778'}, 'GHPT': {'G603778'}}"
2402,Boundary,Hydro,Reservoir,PP,US,1472.5892964253758,,,0.0,0.0,0.0,1967.0,1967.0,2067.0,48.9871,-117.348,{nan},"{'GEM': {'G603779'}, 'GHPT': {'G603779'}}"
2403,Box Canyon,Hydro,Run-Of-River,PP,US,118.43881740686669,,,0.0,0.0,0.0,1955.0,1955.0,2055.0,48.7809,-117.418,{nan},"{'GEM': {'G603780'}, 'GHPT': {'G603780'}}"
2404,Bradley Lake,Hydro,Reservoir,PP,US,165.81434436961337,,,0.0,0.0,0.0,1991.0,1991.0,2091.0,59.7786,-150.9401,{nan},"{'GEM': {'G603781'}, 'GHPT': {'G603781'}}"
2405,Broken Bow Dam,Hydro,Reservoir,PP,US,131.59868600762965,,,0.0,0.0,0.0,1970.0,1970.0,2070.0,34.1388,-94.6845,{nan},"{'GEM': {'G603782'}, 'GHPT': {'G603782'}}"
2406,Brownlee,Hydro,Reservoir,PP,US,888.2911305515001,,,0.0,0.0,0.0,1958.0,1958.0,2058.0,44.8367,-116.898,{nan},"{'GEM': {'G603783'}, 'GHPT': {'G603783'}}"
2407,Bull Shoals,Hydro,Reservoir,PP,US,447.43553242594083,,,0.0,0.0,0.0,1952.0,1952.0,2052.0,36.3635,-92.5763,{nan},"{'GEM': {'G603785'}, 'GHPT': {'G603785'}}"
2408,Castaic,Hydro,Pumped Storage,PP,US,1413.2512344063512,,,0.0,0.0,0.0,1972.0,1972.0,2072.0,34.5872,-118.657,{nan},"{'GEM': {'G603796'}, 'GHPT': {'G603796'}}"
2409,Cabin Creek,Hydro,Pumped Storage,PP,US,252.0662130332374,,,0.0,0.0,0.0,1967.0,1967.0,2067.0,39.6551,-105.709,{nan},"{'GEM': {'G603787'}, 'GHPT': {'G603787'}}"
2410,Cabinet Gorge,Hydro,Reservoir,PP,US,348.73651792021855,,,0.0,0.0,0.0,1952.0,1952.0,2052.0,48.0844,-116.053,{nan},"{'GEM': {'G603788'}, 'GHPT': {'G603788'}}"
2411,Calderwood,Hydro,Reservoir,PP,US,206.60993703197855,,,0.0,0.0,0.0,1930.0,1930.0,2030.0,35.4923,-83.9806,{nan},"{'GEM': {'G603789'}, 'GHPT': {'G603789'}}"
2412,Camino,Hydro,Reservoir,PP,US,207.92592389205484,,,0.0,0.0,0.0,1963.0,1963.0,2063.0,38.8288,-120.537,{nan},"{'GEM': {'G603790'}, 'GHPT': {'G603790'}}"
2413,Cannelton,Hydro,Run-Of-River,PP,US,115.80684368671409,,,0.0,0.0,0.0,2016.0,2016.0,2116.0,37.8997,-86.7058,{nan},"{'GEM': {'G603791'}, 'GHPT': {'G603791'}}"
2414,Caribou,Hydro,Reservoir,PP,US,155.286449489003,,,0.0,0.0,0.0,1958.0,1958.0,2058.0,40.086,-121.149,{nan},"{'GEM': {'G603792'}, 'GHPT': {'G603792'}}"
2415,Carmen Smith,Hydro,Reservoir,PP,US,150.0225020486978,,,0.0,0.0,0.0,1963.0,1963.0,2063.0,44.286,-122.041,{nan},"{'GEM': {'G603793'}, 'GHPT': {'G603793'}}"
2416,Carters,Hydro,Pumped Storage,PP,US,420.1103550553957,,,0.0,0.0,0.0,1975.0,1975.0,2075.0,34.6121,-84.6733,"{nan, nan}","{'GEM': {'G603795', 'G603794'}, 'GHPT': {'G603795', 'G603794'}}"
2417,Dajia River Chingshan,Hydro,Reservoir,PP,TW,544.0448587570621,,,0.0,0.0,0.0,2015.0,2015.0,2115.0,24.2516,121.1019,{nan},"{'GEM': {'G603572'}, 'GHPT': {'G603572'}}"
2418,Daguan,Hydro,Pumped Storage,PP,TW,1064.9778761061946,,,0.0,0.0,0.0,1934.0,1934.0,2034.0,23.85345,120.8709,"{nan, nan}","{'GEM': {'G603571', 'G603570'}, 'GHPT': {'G603571', 'G603570'}}"
2419,Yusifeli,Hydro,Reservoir,PP,TR,727.6379290249631,,,0.0,0.0,0.0,2023.0,2023.0,2123.0,40.8195,41.659,{nan},"{'GEM': {'G604976'}, 'GHPT': {'G604976'}}"
2420,Gokcekaya,Hydro,Reservoir,PP,TR,374.5987856832217,,,0.0,0.0,0.0,1973.0,1973.0,2073.0,40.0333,31.0171,{nan},"{'GEM': {'G603657'}, 'GHPT': {'G603657'}}"
2421,Aslantas,Hydro,Reservoir,PP,TR,185.95191519526833,,,0.0,0.0,0.0,1984.0,1984.0,2084.0,37.2716,36.2718,{nan},"{'GEM': {'G603628'}, 'GHPT': {'G603628'}}"
2422,Ataturk,Hydro,Reservoir,PP,TR,3240.6837394537706,,,0.0,0.0,0.0,1992.0,1992.0,2092.0,37.4819,38.3189,{nan},"{'GEM': {'G603629'}, 'GHPT': {'G603629'}}"
2423,Ayvali,Hydro,Reservoir,PP,TR,175.17209402452815,,,0.0,0.0,0.0,2005.0,2005.0,2105.0,37.5771,37.137,{nan},"{'GEM': {'G603630'}, 'GHPT': {'G603630'}}"
2424,Bagistas,Hydro,Reservoir,PP,TR,188.64687048795338,,,0.0,0.0,0.0,2014.0,2014.0,2114.0,39.4531,38.4913,{nan},"{'GEM': {'G603631'}, 'GHPT': {'G603631'}}"
2425,Batman,Hydro,Reservoir,PP,TR,266.8005739758198,,,0.0,0.0,0.0,2003.0,2003.0,2103.0,38.1598,41.2025,{nan},"{'GEM': {'G603632'}, 'GHPT': {'G603632'}}"
2426,Berke,Hydro,Reservoir,PP,TR,687.2135996346874,,,0.0,0.0,0.0,2002.0,2002.0,2102.0,37.3726,36.4617,{nan},"{'GEM': {'G603634'}, 'GHPT': {'G603634'}}"
2427,Beyhan,Hydro,Reservoir,PP,TR,784.2319901713491,,,0.0,0.0,0.0,2015.0,2015.0,2115.0,38.7458,40.2061,{nan},"{'GEM': {'G603635'}, 'GHPT': {'G603635'}}"
2428,Birecik,Hydro,Reservoir,PP,TR,905.5049783421763,,,0.0,0.0,0.0,2001.0,2001.0,2101.0,37.0525,37.8889,{nan},"{'GEM': {'G603637'}, 'GHPT': {'G603637'}}"
2429,Borcka,Hydro,Reservoir,PP,TR,405.59077154909977,,,0.0,0.0,0.0,2007.0,2007.0,2107.0,41.352,41.6876,{nan},"{'GEM': {'G603638'}, 'GHPT': {'G603638'}}"
2430,Boyabat Kepez,Hydro,Reservoir,PP,TR,691.256032573715,,,0.0,0.0,0.0,2012.0,2012.0,2112.0,41.3396,35.0016,{nan},"{'GEM': {'G603639'}, 'GHPT': {'G603639'}}"
2431,Camlica,Hydro,Run-Of-River,PP,TR,113.18812229277204,,,0.0,0.0,0.0,1998.0,1998.0,2098.0,37.9211,35.4938,{nan},"{'GEM': {'G603640'}, 'GHPT': {'G603640'}}"
2432,Catalan,Hydro,Reservoir,PP,TR,227.7237222318866,,,0.0,0.0,0.0,1997.0,1997.0,2097.0,37.1983,35.2825,{nan},"{'GEM': {'G603641'}, 'GHPT': {'G603641'}}"
2433,Cetin Main,Hydro,Reservoir,PP,TR,565.9406114638601,,,0.0,0.0,0.0,2020.0,2020.0,2120.0,37.9744,42.377,{nan},"{'GEM': {'G603643'}, 'GHPT': {'G603643'}}"
2434,Cevizlik,Hydro,Run-Of-River,PP,TR,122.6204658171697,,,0.0,0.0,0.0,2010.0,2010.0,2110.0,40.7993,40.5479,{nan},"{'GEM': {'G603644'}, 'GHPT': {'G603644'}}"
2435,Dalaman Akkopru,Hydro,Reservoir,PP,TR,154.9599293293903,,,0.0,0.0,0.0,2012.0,2012.0,2112.0,36.8983,28.8948,{nan},"{'GEM': {'G603647'}, 'GHPT': {'G603647'}}"
2436,Darica,Hydro,Run-Of-River,PP,TR,148.22254109767766,,,0.0,0.0,0.0,2009.0,2009.0,2109.0,40.4622,37.7684,{nan},"{'GEM': {'G603648'}, 'GHPT': {'G603648'}}"
2437,Deriner,Hydro,Reservoir,PP,TR,902.8100230494912,,,0.0,0.0,0.0,2013.0,2013.0,2113.0,41.1706,41.8696,{nan},"{'GEM': {'G603649'}, 'GHPT': {'G603649'}}"
2438,Dicle,Hydro,Reservoir,PP,TR,148.22254109767766,,,0.0,0.0,0.0,2000.0,2000.0,2100.0,38.2308,40.1766,{nan},"{'GEM': {'G603650'}, 'GHPT': {'G603650'}}"
2439,Ermenek,Hydro,Reservoir,PP,TR,406.9382491954423,,,0.0,0.0,0.0,2012.0,2012.0,2112.0,36.5681,32.968,{nan},"{'GEM': {'G603655'}, 'GHPT': {'G603655'}}"
2440,Aslancik,Hydro,Run-Of-River,PP,TR,161.6973175611029,,,0.0,0.0,0.0,2014.0,2014.0,2114.0,40.9101,38.8468,{nan},"{'GEM': {'G603627'}, 'GHPT': {'G603627'}}"
2441,Asagi Kalekoy,Hydro,Reservoir,PP,TR,673.7388231712621,,,0.0,0.0,0.0,2020.0,2020.0,2120.0,38.8303,40.7066,{nan},"{'GEM': {'G603626'}, 'GHPT': {'G603626'}}"
2442,Artvin,Hydro,Reservoir,PP,TR,447.36257858571804,,,0.0,0.0,0.0,2015.0,2015.0,2115.0,40.9356,41.7681,{nan},"{'GEM': {'G603625'}, 'GHPT': {'G603625'}}"
2443,Sarband,Hydro,Reservoir,PP,TJ,169.0172633643943,,,0.0,0.0,0.0,1962.0,1962.0,2062.0,37.8839,68.937,{nan},"{'GEM': {'G603593'}, 'GHPT': {'G603593'}}"
2444,Srinagarind,Hydro,Reservoir,PP,TH,691.1226666666666,,,0.0,0.0,0.0,1980.0,1980.0,2080.0,14.4075,99.1261,{nan},"{'GEM': {'G603609'}, 'GHPT': {'G603609'}}"
2445,Vajiralongkorn,Hydro,Reservoir,PP,TH,575.9355555555555,,,0.0,0.0,0.0,1984.0,1984.0,2084.0,14.7998,98.597,{nan},"{'GEM': {'G603610'}, 'GHPT': {'G603610'}}"
2446,Baipaza,Hydro,Reservoir,PP,TJ,422.54315841098577,,,0.0,0.0,0.0,1985.0,1985.0,2085.0,38.2674,69.1237,{nan},"{'GEM': {'G603583'}, 'GHPT': {'G603583'}}"
2447,Kairakkum,Hydro,Reservoir,PP,TJ,88.73406326630702,,,0.0,0.0,0.0,1956.0,1956.0,2056.0,40.2759,69.815,{nan},"{'GEM': {'G603585'}, 'GHPT': {'G603585'}}"
2448,Nurek,Hydro,Reservoir,PP,TJ,1901.444212849436,,,0.0,0.0,0.0,1972.0,1972.0,2072.0,38.3717,69.3481,{nan},"{'GEM': {'G603586'}, 'GHPT': {'G603586'}}"
2449,Rogun,Hydro,Reservoir,PP,TJ,2535.2589504659145,,,0.0,0.0,0.0,2018.0,2018.0,2118.0,38.6819,69.7714,{nan},"{'GEM': {'G603589'}, 'GHPT': {'G603589'}}"
2450,Sangtuda,Hydro,Reservoir,PP,TJ,154.93249141736146,,,0.0,0.0,0.0,2011.0,2011.0,2111.0,37.9708,69.0269,{nan},"{'GEM': {'G603591'}, 'GHPT': {'G603591'}}"
2451,Sangtuda,Hydro,Reservoir,PP,TJ,471.8398602256008,,,0.0,0.0,0.0,2008.0,2008.0,2108.0,38.0435,69.0583,{nan},"{'GEM': {'G603590'}, 'GHPT': {'G603590'}}"
2452,Akinci,Hydro,Run-Of-River,PP,TR,133.4002869879099,,,0.0,0.0,0.0,2018.0,2018.0,2118.0,40.4399,37.1148,{nan},"{'GEM': {'G603613'}, 'GHPT': {'G603613'}}"
2453,Arkun,Hydro,Reservoir,PP,TR,330.13202335391844,,,0.0,0.0,0.0,2014.0,2014.0,2114.0,40.7185,41.4158,{nan},"{'GEM': {'G603624'}, 'GHPT': {'G603624'}}"
2454,Akinci Cildir,Hydro,Reservoir,PP,TR,117.2305552317996,,,0.0,0.0,0.0,2016.0,2016.0,2116.0,41.2235,43.1035,{nan},"{'GEM': {'G603612'}, 'GHPT': {'G603612'}}"
2455,Akkoy,Hydro,Reservoir,PP,TR,315.3097692441507,,,0.0,0.0,0.0,2012.0,2012.0,2112.0,40.7379,38.9909,{nan},"{'GEM': {'G603616'}, 'GHPT': {'G603616'}}"
2456,Akkoy,Hydro,Reservoir,PP,TR,280.275350439245,,,0.0,0.0,0.0,2008.0,2008.0,2108.0,40.66875,39.1339,"{nan, nan}","{'GEM': {'G603615', 'G603614'}, 'GHPT': {'G603615', 'G603614'}}"
2457,Akocak,Hydro,Run-Of-River,PP,TR,109.14568935374446,,,0.0,0.0,0.0,2010.0,2010.0,2110.0,40.6108,39.9141,{nan},"{'GEM': {'G603617'}, 'GHPT': {'G603617'}}"
2458,Alkumru,Hydro,Reservoir,PP,TR,371.90383039053665,,,0.0,0.0,0.0,2011.0,2011.0,2111.0,37.9592,42.0928,{nan},"{'GEM': {'G603620'}, 'GHPT': {'G603620'}}"
2459,Alpaslan,Hydro,Reservoir,PP,TR,377.29374097590676,,,0.0,0.0,0.0,2020.0,2020.0,2120.0,39.0348,41.5192,{nan},"{'GEM': {'G603622'}, 'GHPT': {'G603622'}}"
2460,Alpaslan,Hydro,Reservoir,PP,TR,215.59642341480387,,,0.0,0.0,0.0,2012.0,2012.0,2112.0,39.0487,41.8179,{nan},"{'GEM': {'G603621'}, 'GHPT': {'G603621'}}"
2461,Altinkaya,Hydro,Reservoir,PP,TR,947.2767853787946,,,0.0,0.0,0.0,1987.0,1987.0,2087.0,41.3668,35.7245,{nan},"{'GEM': {'G603623'}, 'GHPT': {'G603623'}}"
2462,Gezende,Hydro,Reservoir,PP,TR,214.24894576846134,,,0.0,0.0,0.0,1994.0,1994.0,2094.0,36.5285,33.1943,{nan},"{'GEM': {'G603656'}, 'GHPT': {'G603656'}}"
2463,Goktas,Hydro,Reservoir,PP,TR,164.39227285378794,,,0.0,0.0,0.0,2016.0,2016.0,2116.0,37.7256,35.4734,{nan},"{'GEM': {'G603659'}, 'GHPT': {'G603659'}}"
2464,Yukari Kalekoy,Hydro,Reservoir,PP,TR,844.8684842567627,,,0.0,0.0,0.0,2018.0,2018.0,2118.0,38.8229,41.0283,{nan},"{'GEM': {'G603708'}, 'GHPT': {'G603708'}}"
2465,Goktas,Hydro,Reservoir,PP,TR,206.1640798904062,,,0.0,0.0,0.0,2015.0,2015.0,2115.0,37.6231,35.5779,{nan},"{'GEM': {'G603660'}, 'GHPT': {'G603660'}}"
